evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,weight,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers  Arm II; Arm III; Arm IV Change in Body Weight Change in BMI During Maintenance Phase; Change in Body Fat Percentage; Change in Waist Circumference; Change in Total Cholesterol; Change in Quality of Life; Incidence of Adverse Events; Change in Muscle Mass; Change in Fat-Free Mass; Change in Visceral Fat Level; Change in Waist-to-Hip Ratio; Change in Skinfold Thickness; Change i,,,,,,,,140,detail_hint,supplement_queue,pending,,NCT07452757.csv,1.000,csv,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro"
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,BMI,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers  Arm II; Arm III; Arm IV Change in Body Weight Change in BMI During Maintenance Phase; Change in Body Fat Percentage; Change in Waist Circumference; Change in Total Cholesterol; Change in Quality of Life; Incidence of Adverse Events; Change in Muscle Mass; Change in Fat-Free Mass; Change in Visceral Fat Level; Change in Waist-to-Hip Ratio; Change in Skinfold Thickness; Change i,,,,,,,,140,detail_hint,supplement_queue,pending,,NCT07452757.csv,1.000,csv,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro"
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,waist,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers  Arm II; Arm III; Arm IV Change in Body Weight Change in BMI During Maintenance Phase; Change in Body Fat Percentage; Change in Waist Circumference; Change in Total Cholesterol; Change in Quality of Life; Incidence of Adverse Events; Change in Muscle Mass; Change in Fat-Free Mass; Change in Visceral Fat Level; Change in Waist-to-Hip Ratio; Change in Skinfold Thickness; Change i,,,,,,,,140,detail_hint,supplement_queue,pending,,NCT07452757.csv,1.000,csv,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro"
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,body_fat,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers  Arm II; Arm III; Arm IV Change in Body Weight Change in BMI During Maintenance Phase; Change in Body Fat Percentage; Change in Waist Circumference; Change in Total Cholesterol; Change in Quality of Life; Incidence of Adverse Events; Change in Muscle Mass; Change in Fat-Free Mass; Change in Visceral Fat Level; Change in Waist-to-Hip Ratio; Change in Skinfold Thickness; Change i,,,,,,,,140,detail_hint,supplement_queue,pending,,NCT07452757.csv,1.000,csv,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro"
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,glucose,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers  Arm II; Arm III; Arm IV Change in Body Weight Change in BMI During Maintenance Phase; Change in Body Fat Percentage; Change in Waist Circumference; Change in Total Cholesterol; Change in Quality of Life; Incidence of Adverse Events; Change in Muscle Mass; Change in Fat-Free Mass; Change in Visceral Fat Level; Change in Waist-to-Hip Ratio; Change in Skinfold Thickness; Change i,,,,,,,,140,detail_hint,supplement_queue,pending,,NCT07452757.csv,1.000,csv,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro"
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,lipid,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers  Arm II; Arm III; Arm IV Change in Body Weight Change in BMI During Maintenance Phase; Change in Body Fat Percentage; Change in Waist Circumference; Change in Total Cholesterol; Change in Quality of Life; Incidence of Adverse Events; Change in Muscle Mass; Change in Fat-Free Mass; Change in Visceral Fat Level; Change in Waist-to-Hip Ratio; Change in Skinfold Thickness; Change i,,,,,,,,140,detail_hint,supplement_queue,pending,,NCT07452757.csv,1.000,csv,,10 days; 30 days; 60 days,,140 subjects,body mass index; BMI; body weight; waist circumference; Body Fat; Cholesterol; Visceral Fat; Triglycerides; HDL; LDL; Glucose; HbA1c,"NCT Number,Study Title,Study URL,Acronym,Study Status,Brief Summary,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Other IDs,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted,Locations,Study Documents NCT07452757,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,https://clinicaltrials.gov/study/NCT07452757,,COMPLETED,""This is an open-label, four-arm, randomized, controlled clinical study designed to evaluate the efficacy and safety of a structured Weight Management Program (WMP) in overweight and obese adults with a body mass index (BMI) ≥ 23 kg/m² (Asian Indian ethnicity cut-off). A total of 140 subjects will be enro"
EUROPEPMC:35126309,PubMed,35126309,Efficacy and Safety of,weight,"Changes in body fat, anthropometric parameters, and biomarkers of obesity were compared using a linear mixed-effect model.; After 12 weeks of treatment, body weight, fat mass, and abdominal fat area did not change significantly in the two groups.",P = 0.037,,,,,,,81 adults,detail_hint,supplement_queue,pending,,4.pdf,0.716,10,,,,,,
EUROPEPMC:35126309,PubMed,35126309,Efficacy and Safety of,body_fat,"Changes in body fat, anthropometric parameters, and biomarkers of obesity were compared using a linear mixed-effect model.; After 12 weeks of treatment, body weight, fat mass, and abdominal fat area did not change significantly in the two groups.",P = 0.037,,,,,,,81 adults,detail_hint,supplement_queue,pending,,4.pdf,0.716,10,,,,,,
EUROPEPMC:35126309,PubMed,35126309,Efficacy and Safety of,lipid,"However, total cholesterol levels decreased from 209.4 ± 34.4 mg/dL to 203.5 ± 30.9 mg/dL in the LPK group, but increased from 194.7 ± 37.5 mg/dL to 199.9 ± 30.7 mg/dL in the placebo group (P = 0.037).",P = 0.037,,,,,,,81 adults,detail_hint,supplement_queue,pending,,4.pdf,0.716,10,,,,,,
EUROPEPMC:35126309,PubMed,35126309,Efficacy and Safety of,microbiome,"It also changed the distribution of gut microbiota significantly, with an increase in L.",P = 0.037,,,,,,,81 adults,detail_hint,supplement_queue,pending,,4.pdf,0.716,10,,,,,,
NCT:NCT05832190,ClinicalTrials.gov,NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,weight,"Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes  Standard of care; Biotin supplement; Fiber supplement 3-month variation of gut microbiota richness 3 months after the start of the different dietary interventions Assess changes in body weight between the visit 3 months before surgery and the pre-surgery visit, the visit at 3 and 6 months after surgery.; Assess changes in BMI between the visit 3 months before",,,,,,,,5,detail_hint,supplement_queue,pending,,NCT05832190.csv,1.000,csv,,,,,MicrobioTa,"NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type NCT05832190,Correcting GUT MicrobioTa by Combined Supplementation of FibERs and BIotiN to Improve Microbiome and Optimize Bariatric Surgery Outcomes,https://clinicaltrials.gov/study/NCT05832190,TERMINATED,Severe Obesity|Metabolic Syndrome,OTHER: Standard of care|DIETARY_SUPPLEMENT: Biotin supplement|DIETARY_SUPPLEMENT: Fiber supplement,Assistance Publique - Hôpitaux de Paris,,INTERVENTIONAL"
