evidence_id,source_database,source_accession,title,outcome_domain,suggested_text,suggested_p_value,final_value,final_unit,final_direction,comparison,time_point,p_value_confirmed,sample_size_confirmed,extraction_source,reviewer,review_status,reviewer_note,pdf_source_file,pdf_match_score,pdf_pages,pdf_intervention_terms,pdf_duration_terms,pdf_cfu_terms,pdf_sample_size_terms,pdf_outcome_terms,pdf_text_excerpt,pdf_deep_species_strain_terms,pdf_deep_strain_codes,pdf_deep_dose_terms,pdf_deep_duration_terms,pdf_deep_sample_size_terms,pdf_deep_design_terms,pdf_deep_dosage_form_terms,pdf_deep_p_value_terms,pdf_deep_numeric_value_terms,pdf_deep_result_snippets,pdf_deep_methods_excerpt,pdf_deep_extraction_status,pdf_deep_error,download_deep_species_strain_terms,download_deep_strain_codes,download_deep_dose_terms,download_deep_duration_terms,download_deep_sample_size_terms,download_deep_design_terms,download_deep_dosage_form_terms,download_deep_p_value_terms,download_deep_numeric_value_terms,download_deep_result_snippets,download_deep_methods_excerpt,download_deep_extraction_status,download_deep_error
PMID:24795503,PubMed,24795503,"Effect of probiotic (VSL#3) and omega-3 on lipid profile, insulin sensitivity, inflammatory markers, and gut colonization in overweight adults: a randomized, controlled trial.",microbiome,"VSL#3 improved insulin sensitivity (P < 0.01), decreased hsCRP, and favorably affected the composition of gut microbiota.",P < 0.05; P < 0.01,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,Streptococcus thermophilus; Bifidobacterium longum; Bifidobacterium infantis; Bifidobacterium breve; bacillus acidophilus; Lactobacillus paracasei; Lactobacillus delbrueckii; Lactobacillus plantarum; Streptococcus thermophilusAgar; Lactobacillus MRS; streptococcus and; streptococcus in; Lactobacillus rhamnosusLC; Lactobacillus acidophilus; Bifidobacterium lactisBb; Lactobacillus reuteriNCIMB,VSL#3,10 9 CFU,6 weeks; 4 weeks; 45 days; 2 days,60 subjects; 15 subjects; 38 men,Randomized; Controlled Trial; clinical trial; placebo-controlled; double-blind,Omega-3; exercise; sachet; capsules; capsule; yoghurt; milk; yogurt,,"increased HDL (𝑃<0; improved insulin sensitivity (𝑃<0; increasetheriskofinsulinresistance,diabetes,andcardiovas- culardiseases; increasestheriskofcoronaryheart disease[1–3]; 23%; 7%; 41%; 12.6%; 9.3%; 1mg/dL; increase in risk of future myocardial infarction, stroke, and peripheral atherosclerosis among app; increased inflammatory activity, but it is also directly involved in the pathogenesis of atherothr; 29.9kg/m; 30kg/m2; 25kg/m2; improve lipid disorders by lowering blood cholesterol lev- els and increasing resistance of low d; reduce the onset of insulin resistance and diabetes in animals [16]; improved hepatic insulin resistance in diabetic ob/ob mice after 4 weeks of treatment","ClinicalStudy Effect of Probiotic (VSL#3) and Omega-3 on Lipid Profile, Insulin Sensitivity, Inflammatory Markers, and Gut Colonization in Overweight Adults: A Randomized, Controlled Trial Hemalatha Rajkumar, Naseha Mahmood, Manoj Kumar, Sudarshan Reddy Varikuti, Hanumanth Reddy Challa, and Shiva Prakash Myakala DepartmentofMicrobiologyandImmunology,NationalInstituteofNutrition || To evaluate the effects of probiotic (VSL#3) and omega-3 fatty acid on insulin sensitivity, blood lipids, and inflammation, we conducted a clinical trial in 60 overweight (BMI>25 ), healthy adults, aged 40–60 years. || The probiotic (VSL#3) supplemented group had significant reduction in total cholesterol, triglyceride, LDL, and VLDL and had increased HDL (𝑃<0.05) value. || VSL#3 improved insulin sensitivity (𝑃<0.01) ,d e c r e a s e dh s C R P ,a n df a v o r a b l ya ff e c t e dt h ec o m p o s i t i o no f gut microbiota. || Omega-3 had significant effect on insulin sensitivity and hsCRP but had no effect on gut microbiota. || Addition of omega-3fattyacidwithVSL#3hadmorepronouncedeffectonHDL,insulinsensitivityandhsCRP.SubjectswithlowHDL,insulin resistance, and high hsCRP had significantly lower total lactobacilli and bifidobacteria count and higherE. || Introduction Inflammatorymediatorshavebeenrecognizedasfactorsthat increasetheriskofinsulinresistance,diabetes,andcardiovas- culardiseases.Inflammationisalsoassociatedwithmetabolic syndrome,whichinturnincreasestheriskofcoronaryheart disease[1–3].Forty-fourpercentofthediabetesburden,23% of the ischaemic heart disease burden, and between 7% and 41% of certain cancer burdens are at","ClinicalStudy Effect of Probiotic (VSL#3) and Omega-3 on Lipid Profile, Insulin Sensitivity, Inflammatory Markers, and Gut Colonization in Overweight Adults: A Randomized, Controlled Trial Hemalatha Rajkumar, Naseha Mahmood, Manoj Kumar, Sudarshan Reddy Varikuti, Hanumanth Reddy Challa, and Shiva Prakash Myakala DepartmentofMicrobiologyandImmunology,NationalInstituteofNutrition,ICMR,Hyderabad500007,India CorrespondenceshouldbeaddressedtoManojKumar;manoj15micro@yahoo.co.in Received13January2014;Revised22February2014;Accepted25February2014;Published26March2014 AcademicEditor:IshakOzelTekin Copyright © 2014 HemalathaRajkumaretal. This is an open access article distributed under the Creative Com",ok,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",weight,"longum strain BL21 on gut microbiota, serum metabolomics, body weight and lipids profiles in overweight and obese participants.; Following the intervention, both the BL21 group (1.22 ± 2.78, P = 0.02) and placebo group (0.98 ± 2.06, P = 0.01) demonstrated significant body weight reductions, with no statistically significant intergroup difference observed (P = 0.81).",P = 0.02; P = 0.01; P = 0.81; P = 0.04,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",lipid,"longum strain BL21 on gut microbiota, serum metabolomics, body weight and lipids profiles in overweight and obese participants.; Following the intervention, both the BL21 group (1.22 ± 2.78, P = 0.02) and placebo group (0.98 ± 2.06, P = 0.01) demonstrated significant body weight reductions, with no statistically significant intergroup difference observed (P = 0.81).",P = 0.02; P = 0.01; P = 0.81; P = 0.04,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",microbiome,"longum strain BL21 on gut microbiota, serum metabolomics, body weight and lipids profiles in overweight and obese participants.; Following the intervention, both the BL21 group (1.22 ± 2.78, P = 0.02) and placebo group (0.98 ± 2.06, P = 0.01) demonstrated significant body weight reductions, with no statistically significant intergroup difference observed (P = 0.81).",P = 0.02; P = 0.01; P = 0.81; P = 0.04,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,weight,"This study aims to evaluate the short-term efficacy of taVNS in reducing body weight in patients with obesity and to explore its underlying mechanisms by assessing changes in neural activity and gut microbial composition.; This single-center, randomized controlled trial will enroll 74 patients with obesity, who will be randomized in a 1:1 ratio to receive either taVNS (electrical stimulation delivered to the left cymba conchae) or sham taVNS (stimulation at the tail of the helix).",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,BMI,"Secondary outcomes will include anthropometric measures such as changes in body mass index (BMI), waist circumference, hip circumference, body fat percentage, and visceral fat area.",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,waist,"Secondary outcomes will include anthropometric measures such as changes in body mass index (BMI), waist circumference, hip circumference, body fat percentage, and visceral fat area.",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,body_fat,"Secondary outcomes will include anthropometric measures such as changes in body mass index (BMI), waist circumference, hip circumference, body fat percentage, and visceral fat area.",,,,,,,,74 patients,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,weight,"Nuts can provide nutrients and bioactive compounds that modulate gut microbiota and inflammation, enhancing the beneficial effects of weight loss.; To evaluate the effect of consuming cashew nuts (Anacardium occidentale L.) and Brazil nuts (Bertholletia excelsa H.B.K) on intestinal permeability and microbiota, fecal SCFAs and pH, inflammation, and weight loss in energy restriction condition.; In this 8-week randomized controlled trial, 40 women with overweight or obesity were assigned to energy-",P < 0.05,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,body_fat,"Changes in intestinal permeability were correlated to a greater reduction in body fat (kg), and IL-8, and increases in Ruminococcus abundance.; Our findings demonstrate a positive impact of BN consumption within an energy-restricted context, linked to the augmentation of potentially beneficial bacteria and pathways associated with body fat reduction.",P < 0.05,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,microbiome,"Nuts can provide nutrients and bioactive compounds that modulate gut microbiota and inflammation, enhancing the beneficial effects of weight loss.; To evaluate the effect of consuming cashew nuts (Anacardium occidentale L.) and Brazil nuts (Bertholletia excelsa H.B.K) on intestinal permeability and microbiota, fecal SCFAs and pH, inflammation, and weight loss in energy restriction condition.; In this 8-week randomized controlled trial, 40 women with overweight or obesity were assigned to energy-",P < 0.05,,,,,,,,detail_hint,expansion_queue,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMID:35714163,PubMed,35714163,,weight,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight",Lacticaseibacillus rhamnosus HA-114; Lacticaseibacillus rhamnosus; bacillus rhamnosus,HA-114,10 9 CFU,18 months; 12 weeks; 1 week; 3 months,152 adults; n = 30; n = 37; 120 participants; 152 participants; n = 152; n = 74; n = 78; n = 69; n = 60; n = 65; n = 72,randomized; controlled trial; double-blind; placebo-controlled; parallel; clinical trial,Diet; capsules; capsule; milk,p > 0.05; p < 0.05; p < 0.01; p = 0.05; p = 0.07,"decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in t; decrease in binge eating tendencies, disinhibition and food-cravings; increased consumption of animal- derived fat and highly processed foods as well as decre; changes can also signi ﬁcantly impact the gut microbiota composition and function [4]; 55%; 58%; -37%; 60%; 39.9 kg/m; change of at least 10 lbs (4; 5 kg; 500 kcal; change nutrition plan which met the calculated energy intake ±20 kcal that also includ; -50%; -30%; -25%; 10%; 733 kcal","Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation-journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors || Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial, Nutritional Neuroscience, DOI: 10.1080/1028415X.2022.2081288 To link to this article: https://doi.org/10.1080/1028415X.2022.2081288 || Submit your article to this journal Article views: 199 View related articles View Crossmark data Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. || Objective: Our aim was to determine if Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss on metabolic and cognitive health. || Methods: This 12-week randomized, double-blind, placebo-controlled trial assessed biological markers of energy metabolism, eating behaviors and mood-related factors in 152 adults with overweight receiving L. || rhamnosus HA-114 supplementation or placebo, that were also on a dietary intervention inducing a controlled weight loss.","Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation-journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonza",ok,,,,,,,,,,,,,,
PMID:35714163,PubMed,35714163,,body_fat,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight",Lacticaseibacillus rhamnosus HA-114; Lacticaseibacillus rhamnosus; bacillus rhamnosus,HA-114,10 9 CFU,18 months; 12 weeks; 1 week; 3 months,152 adults; n = 30; n = 37; 120 participants; 152 participants; n = 152; n = 74; n = 78; n = 69; n = 60; n = 65; n = 72,randomized; controlled trial; double-blind; placebo-controlled; parallel; clinical trial,Diet; capsules; capsule; milk,p > 0.05; p < 0.05; p < 0.01; p = 0.05; p = 0.07,"decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in t; decrease in binge eating tendencies, disinhibition and food-cravings; increased consumption of animal- derived fat and highly processed foods as well as decre; changes can also signi ﬁcantly impact the gut microbiota composition and function [4]; 55%; 58%; -37%; 60%; 39.9 kg/m; change of at least 10 lbs (4; 5 kg; 500 kcal; change nutrition plan which met the calculated energy intake ±20 kcal that also includ; -50%; -30%; -25%; 10%; 733 kcal","Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation-journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors || Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial, Nutritional Neuroscience, DOI: 10.1080/1028415X.2022.2081288 To link to this article: https://doi.org/10.1080/1028415X.2022.2081288 || Submit your article to this journal Article views: 199 View related articles View Crossmark data Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. || Objective: Our aim was to determine if Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss on metabolic and cognitive health. || Methods: This 12-week randomized, double-blind, placebo-controlled trial assessed biological markers of energy metabolism, eating behaviors and mood-related factors in 152 adults with overweight receiving L. || rhamnosus HA-114 supplementation or placebo, that were also on a dietary intervention inducing a controlled weight loss.","Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation-journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonza",ok,,,,,,,,,,,,,,
PMID:35714163,PubMed,35714163,,glucose,"Results: Although probiotic supplementation did not potentiate the reduction in body weight or fat mass, a significant decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in the probiotic-supplemented group only.",,,,,,,,152 adults,detail_hint,expansion_queue,pending,,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight l(科研通-ablesci.com).pdf,0.890,14,Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults w; Lacticaseibacillus; HA-114 improves eating behaviors and mood-related factors in adults with overweight du; Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults; Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss o; HA-114 supplementation or placebo; probiotic supplementation did not potentiate the reduction in body weight or fat mass; probiotic-supplemented group only. With respect to eating behaviors and mood-related fact,18 months; 12 weeks; 1 week,"(10 × 10 9 CFU per capsule), pro",152 adults,microbiota; body weight; fat mass; insulin; HOMA-IR; LDL; cholesterol; triglycerides; body mass index; BMI,"Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation?journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight",Lacticaseibacillus rhamnosus HA-114; Lacticaseibacillus rhamnosus; bacillus rhamnosus,HA-114,10 9 CFU,18 months; 12 weeks; 1 week; 3 months,152 adults; n = 30; n = 37; 120 participants; 152 participants; n = 152; n = 74; n = 78; n = 69; n = 60; n = 65; n = 72,randomized; controlled trial; double-blind; placebo-controlled; parallel; clinical trial,Diet; capsules; capsule; milk,p > 0.05; p < 0.05; p < 0.01; p = 0.05; p = 0.07,"decrease in plasma insulin, HOMA-IR, LDL-cholesterol and triglycerides was observed in t; decrease in binge eating tendencies, disinhibition and food-cravings; increased consumption of animal- derived fat and highly processed foods as well as decre; changes can also signi ﬁcantly impact the gut microbiota composition and function [4]; 55%; 58%; -37%; 60%; 39.9 kg/m; change of at least 10 lbs (4; 5 kg; 500 kcal; change nutrition plan which met the calculated energy intake ±20 kcal that also includ; -50%; -30%; -25%; 10%; 733 kcal","Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation-journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors || Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay (2022): Lacticaseibacillus￿rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial, Nutritional Neuroscience, DOI: 10.1080/1028415X.2022.2081288 To link to this article: https://doi.org/10.1080/1028415X.2022.2081288 || Submit your article to this journal Article views: 199 View related articles View Crossmark data Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood- related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. || Objective: Our aim was to determine if Lacticaseibacillus rhamnosus HA-114 supplementation accentuated bene ﬁcial impact of weight loss on metabolic and cognitive health. || Methods: This 12-week randomized, double-blind, placebo-controlled trial assessed biological markers of energy metabolism, eating behaviors and mood-related factors in 152 adults with overweight receiving L. || rhamnosus HA-114 supplementation or placebo, that were also on a dietary intervention inducing a controlled weight loss.","Full Terms & Conditions of access and use can be found at https://www.tandfonline.com/action/journalInformation-journalCode=ynns20 Nutritional Neuroscience An International Journal on Nutrition, Diet and Nervous System ISSN: (Print) (Online) Journal homepage: https://www.tandfonline.com/loi/ynns20 Lacticaseibacillus rhamnosus HA-114 improves eating behaviors and mood-related factors in adults with overweight during weight loss: a randomized controlled trial Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonzalez Cautela, Thomas A. Tompkins, Vicky Drapeau, André Marette & Angelo Tremblay To cite this article: Béatrice S.-Y. Choi, Lucie Brunelle, Geneviève Pilon, Brunella Gonza",ok,,,,,,,,,,,,,,
