evidence_id,source_database,source_accession,title,intervention_component,suggested_intervention,suggested_duration,suggested_cfu,suggested_dose,final_species,final_strain,final_total_CFU_per_day,final_log10_CFU_per_day,final_prebiotic_type,final_prebiotic_dose_g_day,final_duration_weeks,final_dosage_form,reviewer,review_status,reviewer_note
PMID:40451504,PubMed,40451504,"Comparing the effects of yogurt containing Akkermansia muciniphilia postbiotic with yogurt containing Lactobacillus rhamnosus postbiotic on body composition, biochemical indices, appetite, and depression scores in overweight or obese adults: A randomized, double-blind, controlled clinical trial.",primary_intervention,,8-week,,,,,,,,,,,expansion_queue,pending,
PMID:40573158,PubMed,40573158,Modulation of Gut Microbiota by Whole Encapsulated Brown Seaweed (,primary_intervention,,30 days; 3-day,,2 g/day,,,,,,,,,expansion_queue,pending,
PMID:41659802,PubMed,41659802,Effects of modified fasting therapy on tongue coating and gut microbiome in overweight and obese adults: a controlled clinical trial.,primary_intervention,,7-day,,,,,,,,,,,expansion_queue,pending,
PMID:38393021,PubMed,38393021,The Efficacy of,primary_intervention,,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:38419068,PubMed,38419068,"Effects of a chronotype-adapted diet on weight loss, cardiometabolic health, and gut microbiota: study protocol for a randomized controlled trial.",primary_intervention,,4-month,,,,,,,,,,,expansion_queue,pending,
PMID:38926901,PubMed,38926901,"Effects of whole-body vibration on body composition, microbiota, cardiometabolic markers, physical fitness, and quality of life after bariatric surgery: protocol for a randomized controlled trial.",primary_intervention,,4-month; 45 days; 6 months; 18 months,,,,,,,,,,,expansion_queue,pending,
PMID:39415279,PubMed,39415279,Effect of Sinetrol,primary_intervention,,16 weeks,,1800 mg/day; 900 mg/day,,,,,,,,,expansion_queue,pending,
PMID:39639405,PubMed,39639405,Gut microbiota and metabolic responses to a 12-week caloric restriction combined with strength and HIIT training in patients with obesity: a randomized trial.,primary_intervention,,12-week,,,,,,,,,,,expansion_queue,pending,
PMID:35487505,PubMed,35487505,"Effect of Lactobacillus plantarum LMT1-48 on Body Fat in Overweight Subjects: A Randomized, Double-Blind, Placebo-Controlled Trial.",primary_intervention,,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:36484872,PubMed,36484872,"Effects of synbiotic supplementation on anthropometric indices and body composition in overweight or obese children and adolescents: a randomized, double-blind, placebo-controlled clinical trial.",primary_intervention,,,6 x 10^9 CFU,,,,,,,,,,expansion_queue,pending,
PMID:36793105,PubMed,36793105,"Design of the Building Research in CRC prevention (BRIDGE-CRC) trial: a 6-month, parallel group Mediterranean diet and weight loss randomized controlled lifestyle intervention targeting the bile acid-gut microbiome axis to reduce colorectal cancer risk among African American/Black adults with obesity.",primary_intervention,,6-month; 6 months,,,,,,,,,,,expansion_queue,pending,
PMID:37084470,PubMed,37084470,Randomized controlled trials reporting the effects of probiotics in individuals with overweight and obesity: A critical review of the interventions and body adiposity parameters.,primary_intervention,,12 weeks,1010 CFU/day,,,,,,,,,,expansion_queue,pending,
PMID:34444671,PubMed,34444671,Effects of 60-Day,primary_intervention,,60-Day; 60-day,,,,,,,,,,,expansion_queue,pending,
PMID:32234652,PubMed,32234652,Gut microbiota composition after diet and probiotics in overweight breast cancer survivors: a randomized open-label pilot intervention trial.,primary_intervention,,,,1 sachet,,,,,,,,,expansion_queue,pending,
PMID:28730743,PubMed,28730743,Inulin-type fructans and whey protein both modulate appetite but only fructans alter gut microbiota in adults with overweight/obesity: A randomized controlled trial.,primary_intervention,,12 week,,,,,,,,,,,expansion_queue,pending,
PMID:24795503,PubMed,24795503,"Effect of probiotic (VSL#3) and omega-3 on lipid profile, insulin sensitivity, inflammatory markers, and gut colonization in overweight adults: a randomized, controlled trial.",primary_intervention,,6 weeks,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42197276,PubMed,42197276,Combined Probiotic,primary_intervention,,9-week,,,,,,,,,,,expansion_queue,pending,
PMID:41609510,PubMed,41609510,Supplementation With,primary_intervention,,90 days,,,,,,,,,,,expansion_queue,pending,
PMID:41667211,PubMed,41667211,Big breakfast diet composition impacts on appetite control and gut health: a randomised weight loss trial in adults with overweight or obesity.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:41997541,PubMed,41997541,"Combined effectiveness of omega-3 PUFA-rich fish oil supplementation and high-intensity interval training in obesity associated metabolic dysfunction: Protocol for a double-blind, randomized clinical trial.",primary_intervention,,10 weeks; 4-weeks; 4 weeks,,4 g/day,,,,,,,,,expansion_queue,pending,
PMID:42097279,PubMed,42097279,Gut microbiota responses to isocaloric macronutrient modulation in tissue-specific insulin resistance: a secondary analysis of the PERSonalized glucose Optimization through Nutritional intervention (PERSON) randomized trial.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:42142662,PubMed,42142662,"The Effects of a Powdered Meal Replacement on Inflammation, Gut Microbiota, and Metabolism in People With Excess Body Weight-A Randomized Controlled Trial.",primary_intervention,,12-week,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40676704,PubMed,40676704,"Multi-omics analyses the effect of Bifidobacterium longum subsp. longum BL21 supplementation on overweight and obese subjects: a randomized, double-blind, placebo-controlled study.",primary_intervention,,8 weeks,,3 g,,,,,,,,,expansion_queue,pending,
NCT:NCT07306988,ClinicalTrials.gov,NCT07306988,Eradication of Helicobacter Pylori Improves Metabolic Syndrome Through Modulation of Gut Microbiota.,primary_intervention,Vonoprazan-Amoxicillin Dual Therapy; Vonoprazan-Amoxicillin with Bifidobacterium tetravaccae; Vonoprazan-Amoxicillin with Berberine,,,,,,,,,,,,expansion_queue,pending,
PMID:40390848,PubMed,40390848,Effects of Daily Kombu (,primary_intervention,,12 weeks,,420 μg/day,,,,,,,,,expansion_queue,pending,
PMID:40536121,PubMed,40536121,"Interaction between dietary omega-3 polyunsaturated fatty acids, obesity and gut microbiota in preclinical models: A systematic review of randomized controlled trials.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40802664,PubMed,40802664,Effects of Baobab fruit powder on gut and cardiometabolic health in obesity-Protocol for a randomised placebo-controlled trial.,primary_intervention,,45 days; 2 weeks,,16 g,,,,,,,,,expansion_queue,pending,
PMID:40977640,PubMed,40977640,Effects of dietary energy restriction of ultra-processed foods compared to a generic energy restriction on the intestinal microbiota of individuals with obesity: a secondary analysis of a randomized clinical trial.,primary_intervention,,6 months,,,,,,,,,,,expansion_queue,pending,
PMID:41075788,PubMed,41075788,Food- vs. supplement-based very-low-energy diets and gut microbiome composition in women with high body mass index: A randomized controlled trial.,primary_intervention,,3 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:41141981,PubMed,41141981,Investigating the Microbiota-Gut-Brain Axis Mechanisms of Transcutaneous Auricular Vagus Nerve Stimulation in Patients with Obesity: A Study Protocol for a Randomized Controlled Trial.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:41163367,PubMed,41163367,Gut enterotype- and body mass index (BMI)-dependent effects of anthocyanin supplementation on gut microbiota composition in individuals at risk for cognitive decline: a randomized placebo-controlled trial.,primary_intervention,,24-week,,,,,,,,,,,expansion_queue,pending,
NCT:NCT06423287,ClinicalTrials.gov,NCT06423287,Effects of TRE With Lactobacillus Plantarum LP-KFY04 Supplementation on Overweight / Obese Individuals,primary_intervention,Lactobacillus plantarum LP-KFY04; Take placebo in addition to the limited diet.,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:37793780,PubMed,37793780,Prebiotic diet changes neural correlates of food decision-making in overweight adults: a randomised controlled within-subject cross-over trial.,primary_intervention,,14 days,,30 g/day,,,,,,,,,expansion_queue,pending,
PMID:38246355,PubMed,38246355,Daily Cashew and Brazil Nut Consumption Modifies Intestinal Health in Overweight Women on Energy-Restricted Intervention: A Randomized Controlled Trial (Brazilian Nuts Study).,primary_intervention,,8-week,,30 g; 15 g,,,,,,,,,expansion_queue,pending,
PMID:38713231,PubMed,38713231,"Effect of prebiotic fiber on physical function and gut microbiota in adults, mostly women, with knee osteoarthritis and obesity: a randomized controlled trial.",primary_intervention,,6-month; 6 months; 3 months,,16 g/day,,,,,,,,,expansion_queue,pending,
PMID:39594049,PubMed,39594049,"The Impact of Green Tea Kombucha on the Intestinal Health, Gut Microbiota, and Serum Metabolome of Individuals with Excess Body Weight in a Weight Loss Intervention: A Randomized Controlled Trial.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:39664910,PubMed,39664910,Effect of synbiotic supplementation on obesity and gut microbiota in obese adults: a double-blind randomized controlled trial.,primary_intervention,,12 weeks,1 x 10^11 CFU/day,0.7 g/day,,,,,,,,,expansion_queue,pending,
NCT:NCT06313580,ClinicalTrials.gov,NCT06313580,Spices for Cultivating a Healthy Gut Microbiome and Cardiometabolic Profile,primary_intervention,Yogurt with added Spices; Yogurt without added Spices,,,,,,,,,,,,expansion_queue,pending,
PMID:35714163,PubMed,35714163,,primary_intervention,,12-week,,,,,,,,,,,expansion_queue,pending,
PMID:37082115,PubMed,37082115,Time-restricted feeding's effect on overweight and obese patients with chronic kidney disease stages 3-4: A prospective non-randomized control pilot study.,primary_intervention,,12 weeks,,2.5 g,,,,,,,,,expansion_queue,pending,
PMID:37709337,PubMed,37709337,Impact of a Powdered Meal Replacement on Metabolism and Gut Microbiota (PREMIUM) in individuals with excessive body weight: a study protocol for a randomised controlled trial.,primary_intervention,,12-week; 12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:35247098,PubMed,35247098,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial.",primary_intervention,,4 weeks,,27 g/day,,,,,,,,,expansion_queue,pending,
PMID:35351144,PubMed,35351144,Physical activity enhances the improvement of body mass index and metabolism by inulin: a multicenter randomized placebo-controlled trial performed in obese individuals.,primary_intervention,,3 months,,16 g/day,,,,,,,,,expansion_queue,pending,
NCT:NCT04886778,ClinicalTrials.gov,NCT04886778,Efficacy and Safety of Low-Carbohydrate Diet Combined With Probiotics for Weight Loss in Male Obese Patients.,primary_intervention,Low-carbohydrate diet; Probiotic compound preparations; Placebo,,,,,,,,,,,,expansion_queue,pending,
PMID:32698957,PubMed,32698957,"The effect of synbiotic on glycemic profile and sex hormones in overweight and obese breast cancer survivors following a weight-loss diet: A randomized, triple-blind, controlled trial.",primary_intervention,,8 weeks; 8-week,109 CFU/day,,,,,,,,,,expansion_queue,pending,
PMID:33143755,PubMed,33143755,Weight gain and body composition during pregnancy: a randomised pilot trial with probiotics and/or fish oil.,primary_intervention,,,,9 g; 22 g,,,,,,,,,expansion_queue,pending,
PMID:33827639,PubMed,33827639,"Effect of a prebiotic supplement on knee joint function, gut microbiota, and inflammation in adults with co-morbid obesity and knee osteoarthritis: study protocol for a randomized controlled trial.",primary_intervention,,6 months; 3 months,,16 g/day,,,,,,,,,expansion_queue,pending,
PMID:34115318,PubMed,34115318,"The Effects of Limosilactobacillus reuteri LR-99 Supplementation on Body Mass Index, Social Communication, Fine Motor Function, and Gut Microbiome Composition in Individuals with Prader-Willi Syndrome: a Randomized Double-Blinded Placebo-Controlled Trial.",primary_intervention,,12-week; 264 months; 0 months; 6 weeks; 12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:34359450,PubMed,34359450,Synbiotic Supplementation Improves Obesity Index and Metabolic Biomarkers in Thai Obese Adults: A Randomized Clinical Trial.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:32615727,PubMed,32615727,"Effect of Lactobacillus sakei, a Probiotic Derived from Kimchi, on Body Fat in Koreans with Obesity: A Randomized Controlled Study.",primary_intervention,,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:30262813,PubMed,30262813,Effects of daily consumption of the probiotic Bifidobacterium animalis subsp. lactis CECT 8145 on anthropometric adiposity biomarkers in abdominally obese subjects: a randomized controlled trial.,primary_intervention,,3 months,,1 capsule/day,,,,,,,,,expansion_queue,pending,
PMID:30659070,PubMed,30659070,Probiotics for the Prevention of Gestational Diabetes Mellitus in Overweight and Obese Women: Findings From the SPRING Double-Blind Randomized Controlled Trial.,primary_intervention,,28 weeks,,79.3 mg; 77.5 mg,,,,,,,,,expansion_queue,pending,
PMID:31298466,PubMed,31298466,Effect of Synbiotic Supplementation in a Very-Low-Calorie Ketogenic Diet on Weight Loss Achievement and Gut Microbiota: A Randomized Controlled Pilot Study.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:31965834,PubMed,31965834,"Effect of multi-strain probiotic (UB0316) in weight management in overweight/obese adults: a 12-week double blind, randomised, placebo-controlled study.",primary_intervention,,12-week; 12 weeks,5 x 10^9 CFU,100 mg; 2 capsules,,,,,,,,,expansion_queue,pending,
PMID:30094122,PubMed,30094122,Effects of,primary_intervention,,12 weeks,2 x 10^10 CFU/day,3 capsules,,,,,,,,,expansion_queue,pending,
PMID:30453950,PubMed,30453950,"Evaluation of the effect of Lactobacillus reuteri V3401 on biomarkers of inflammation, cardiovascular risk and liver steatosis in obese adults with metabolic syndrome: a randomized clinical trial (PROSIR).",primary_intervention,,12 weeks; 6 weeks; 2 weeks,,,,,,,,,,,expansion_queue,pending,
NCT:NCT03201068,ClinicalTrials.gov,NCT03201068,"Probiotic Supplement and Microbiome, Immune System and Metabolic Syndrome",primary_intervention,Probiotic supplement; Placebo,,,,,,,,,,,,expansion_queue,pending,
PMID:26956126,PubMed,26956126,"Antiobesity effect of Pediococcus pentosaceus LP28 on overweight subjects: a randomized, double-blind, placebo-controlled clinical trial.",primary_intervention,,12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:27409822,PubMed,27409822,"GUT MICROBIOTA, PREBIOTICS, PROBIOTICS, AND SYNBIOTICS IN MANAGEMENT OF OBESITY AND PREDIABETES: REVIEW OF RANDOMIZED CONTROLLED TRIALS.",primary_intervention,,8 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:25646321,PubMed,25646321,Whole-grain wheat consumption reduces inflammation in a randomized controlled trial on overweight and obese subjects with unhealthy dietary and lifestyle behaviors: role of polyphenols bound to cereal dietary fiber.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:24411490,PubMed,24411490,"The effects of co-administration of probiotics with herbal medicine on obesity, metabolic endotoxemia and dysbiosis: a randomized double-blind controlled clinical trial.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:42196968,PubMed,42196968,Effects of Animal-Based Foods on Metabolic Outcomes in Adults with MASLD and Comorbidities: A Systematic Review of Randomized Controlled Trials (2020-2026).,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:PMC12942760,publisher supplementary data,PMC12942760,Why Clinical Trials of Microbiome-Targeted Interventions Often Fail to Support Health Claims: A Commentary on Probiotics and Translational Design,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT07606872,ClinicalTrials.gov,NCT07606872,Validation of the Snouda Metabolic Score for Phenotyping and Guiding Reversal in Type 2 Diabetes,primary_intervention,Phenotype-Matched Dietary Protocol; Structured Progressive Exercise Protocol; Targeted Nutritional Supplementation; Structured Intermittent Fasting Protocol,,,,,,,,,,,,expansion_queue,pending,
PMID:41978077,PubMed,41978077,"Modulation of Glucose Homeostasis, Metabolic Endotoxemia and Circulating Short-Chain Fatty Acids Following Multi-Species Probiotic Supplementation: Findings from a 12-Week Randomised Placebo-Controlled Trial.",primary_intervention,,12-Week; 12-week; 12 weeks,,,,,,,,,,,expansion_queue,pending,
PMID:42058078,PubMed,42058078,"Study protocol for a pragmatic randomized controlled trial evaluating coarse-cereal intake intervention for obesity prevention among primary school students in suburban Beijing, China.",primary_intervention,,3 months; 6 months,,50 g,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40218949,PubMed,40218949,"A 12-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of",primary_intervention,,12-Week; 12 weeks,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:40647296,PubMed,40647296,Impact of Probiotic/Synbiotic Supplementation on Post-Bariatric Surgery Anthropometric and Cardiometabolic Outcomes: An Updated Systematic Review and Meta-Analysis of Randomized Controlled Trials.,primary_intervention,,,,16.56 mg; 18.89 µg,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41239457,PubMed,41239457,"Modulating effects of microbiota on synbiotic intervention outcomes for microbiota-derived trimethylamine, trimethylamine N-oxide and indoxyl sulfate in healthy young medical students: insights from a 12-week randomized clinical trial.",primary_intervention,,12-week; 6 weeks; 12 weeks,,,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41366779,PubMed,41366779,"The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.",primary_intervention,,8 weeks,9 x 10^9 CFU,3 capsules,,,,,,,,,expansion_queue,pending,
EUROPEPMC:41517125,PubMed,41517125,Clinical Potential of,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT06989177,ClinicalTrials.gov,NCT06989177,Probiotic Intervention on Body Weight,primary_intervention,General lifestyle and nutritional education; Energy-restricted nutritional and lifestyle intervention; Placebo; Probiotic; semaglutide,6 months,,,,,,,,,,,expansion_queue,pending,
PMID:39796619,PubMed,39796619,A Randomized Pilot Study of Time-Restricted Eating Shows Minimal Microbiome Changes.,primary_intervention,,12-week,,,,,,,,,,,expansion_queue,pending,
PMID:40340957,PubMed,40340957,Metabolic Flexibility to Predict Lifestyle Interventions Outcomes (MEPHISTO): Protocol for Predictive Validation Study and Randomized Controlled Trial.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40353878,PubMed,40353878,Feasibility and Tolerability of Nabilone for the Treatment of Obesity: A Randomized Controlled Pilot Trial.,primary_intervention,,12 weeks; 6 months,,6 mg/day; 2 mg/day,,,,,,,,,expansion_queue,pending,
PMID:40507757,PubMed,40507757,"Corporal Composition and Gut Microbiome Modification Through Exclusion Dietary Intervention in Adult Patients with Crohn's Disease: Protocol for a Prospective, Interventional, Controlled, Randomized Clinical Trial.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:40647269,PubMed,40647269,"Twelve-Week Curcumin Supplementation Improves Glucose Homeostasis and Gut Health in Prediabetic Older Adults: A Pilot, Double-Blind, Placebo-Controlled Trial.",primary_intervention,,12 weeks; 12-week,,80 mg,,,,,,,,,expansion_queue,pending,
PMID:40796902,PubMed,40796902,The effects of inulin supplementation on eating behaviours in children and adolescents with obesity: a randomized double-blinded placebo-controlled study.,primary_intervention,,,,62.5 mg/day,,,,,,,,,expansion_queue,pending,
PMID:40828642,PubMed,40828642,Effects of a combined energy restriction and vigorous-intensity exercise intervention on the human gut microbiome: A randomised controlled trial.,primary_intervention,,3-week,,,,,,,,,,,expansion_queue,pending,
PMID:37881833,PubMed,37881833,The impact of botanical fermented foods on metabolic syndrome and type 2 diabetes: a systematic review of randomised controlled trials.,primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:38674884,PubMed,38674884,"Evaluation of Menopausal Syndrome Relief and Anti-Obesity Efficacy of the Korean Fermented Food Doenjang: A Randomized, Double-Blind Clinical Trial.",primary_intervention,,,,,,,,,,,,,expansion_queue,pending,
PMID:39179206,PubMed,39179206,Consumption of a Sourdough-Leavened Croissant Enriched with a Blend of Fibers Influences Fasting Blood Glucose in a Randomized Controlled Trial in Healthy Subjects.,primary_intervention,,,,4.8 g; 100 g; 1.3 g; 2.0 mg; 3.1 mg,,,,,,,,,expansion_queue,pending,
PMID:39535126,PubMed,39535126,Gut microbial metabolism of bile acids modifies the effect of Mediterranean diet interventions on cardiometabolic risk in a randomized controlled trial.,primary_intervention,,18 months,,,,,,,,,,,expansion_queue,pending,
PMID:39593091,PubMed,39593091,Carrageenan and insulin resistance in humans: a randomised double-blind cross-over trial.,primary_intervention,,2 weeks,,250 mg,,,,,,,,,expansion_queue,pending,
PMID:36856122,PubMed,36856122,,primary_intervention,,6-week,,3 g/day,,,,,,,,,expansion_queue,pending,
PMID:37441828,PubMed,37441828,"Multispecies probiotic affects fecal short-chain fatty acids in postmenopausal women with obesity: A post hoc analysis of a randomized, double-blind, placebo-controlled study.",primary_intervention,,,2.5 x 10^9 CFU; 1 x 10^10 CFU,,,,,,,,,,expansion_queue,pending,
PMID:37545298,PubMed,37545298,Intermittent dietary carbohydrate restriction versus calorie restriction and cardiometabolic profiles: A randomized trial.,primary_intervention,,2-week,,50 g,,,,,,,,,expansion_queue,pending,
NCT:NCT04492605,ClinicalTrials.gov,NCT04492605,The Evaluation of TCI378 and TCI507 Probiotics on Weight-lowering Efficacy in Adults,primary_intervention,Placebo; TCI378 Probiotics; TCI507 Probiotics,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT05374980,ClinicalTrials.gov,NCT05374980,The Effects of Yogurt on Gut Microbiome and Metabolism in H. Pylori.,primary_intervention,Yogurt; Placebo,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT05443269,ClinicalTrials.gov,NCT05443269,Impact of Jump Start Nutrition Program on Weight Loss and Associated Measures,primary_intervention,Jump Start Nutritional Program,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT07076329,ClinicalTrials.gov,NCT07076329,Microbiota-Inflammation-Brain Axis in Heart Failure: New Functional Food for the Prevention of undeRnutrition in Older,primary_intervention,Ambrosia bar,6 months,,,,,,,,,,,expansion_queue,pending,
PMID:35267303,PubMed,35267303,Agavins Impact on Gastrointestinal Tolerability-Related Symptoms during a Five-Week Dose-Escalation Intervention in Lean and Obese Mexican Adults: Exploratory Randomized Clinical Trial.,primary_intervention,,,,7 g/day; 12 g/day; 10 g/day; 5 g/day,,,,,,,,,expansion_queue,pending,
NCT:NCT06244186,ClinicalTrials.gov,NCT06244186,The Effect of Lactobacillus Delbrueckii Subsp. Bulgaricus on Human's Weight Reduction,primary_intervention,Probiotics; Placebo,,,,,,,,,,,,expansion_queue,pending,
PMID:33544206,PubMed,33544206,Prebiotic dietary fibre intervention improves fecal markers related to inflammation in obese patients: results from the Food4Gut randomized placebo-controlled trial.,primary_intervention,,3 months,,16 g,,,,,,,,,expansion_queue,pending,
PMID:32618656,PubMed,32618656,Allogenic Fecal Microbiota Transplantation in Patients With Nonalcoholic Fatty Liver Disease Improves Abnormal Small Intestinal Permeability: A Randomized Control Trial.,primary_intervention,,6 weeks; 6 months,,,,,,,,,,,expansion_queue,pending,
PMID:32660025,PubMed,32660025,Targeting the Intestinal Microbiota to Prevent Type 2 Diabetes and Enhance the Effect of Metformin on Glycaemia: A Randomised Controlled Pilot Study.,primary_intervention,,12 months; 12 weeks,,,,,,,,,,,expansion_queue,pending,
NCT:NCT03843736,ClinicalTrials.gov,NCT03843736,The Role of Dysbiosis of Gut Microbiota in the Pathogenesis of PCOS.,primary_intervention,Lifestyle intervention; Probiotic Agent; Oral contraceptive,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT04303481,ClinicalTrials.gov,NCT04303481,The Effect of Consuming Enzymes and Prebiotics on Body Composition and Blood Biochemical Index,primary_intervention,normal diet; weight loss program kit; weight loss program kit with A. muciniphila prebiotics,,,,,,,,,,,,expansion_queue,pending,
NCT:NCT03548480,ClinicalTrials.gov,NCT03548480,Targeting the Gut Microbiome for Prader-Willi Syndrome Treatment,primary_intervention,Placebo; Probiotic,,,,,,,,,,,,expansion_queue,pending,
PMID:28008750,PubMed,28008750,"The additional effects of a probiotic mix on abdominal adiposity and antioxidant Status: A double-blind, randomized trial.",primary_intervention,,8 weeks,,,,,,,,,,,expansion_queue,pending,
NCT:NCT02539836,ClinicalTrials.gov,NCT02539836,Study on Dietary Nutrition Intervention Techniques for Children Obesity,primary_intervention,Dietary nutrition based on plant fermentation extract; MRI in quantifying liver fat with MRS,,,,,,,,,,,,expansion_queue,pending,
PMID:24738701,PubMed,24738701,Randomised clinical trial: The beneficial effects of VSL#3 in obese children with non-alcoholic steatohepatitis.,primary_intervention,,4 months; 4-month,,,,,,,,,,,expansion_queue,pending,
NCT:NCT01922830,ClinicalTrials.gov,NCT01922830,Probiotics and Microbiota in Bariatric Surgery,primary_intervention,"Bio-25 (Supherb); Placebo (for Bio-25, Supherb)",,,,,,,,,,,,expansion_queue,pending,
