evidence_id,source_database,source_accession,title,intervention_component,suggested_intervention,suggested_duration,suggested_cfu,suggested_dose,final_species,final_strain,final_total_CFU_per_day,final_log10_CFU_per_day,final_prebiotic_type,final_prebiotic_dose_g_day,final_duration_weeks,final_dosage_form,reviewer,review_status,reviewer_note
PMID:21505361,PMID,21505361,Effects of Lactobacillus rhamnosus strain GG in pediatric obesity-related liver disease.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:40902730,PMID,40902730,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (São Paulo Clinical Study of Obesity and Intestinal Microbiota).,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:37181156,PMID,37181156,Supplementation with inulin-type fructans affects gut microbiota and attenuates some of the cardiometabolic benefits of a plant-based diet in individuals with overweight or obesity.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
EUROPEPMC:41725786,EUROPEPMC,41725786,A Probiotic Nutritional Supplement Improves Glycemic Control and Biomarkers of Metabolic Syndrome in Patients With Type 2 Diabetes Mellitus.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:24120179,PMID,24120179,Hypocaloric diet supplemented with probiotic cheese improves body mass index and blood pressure indices of obese hypertensive patients--a randomized double-blind placebo-controlled pilot study.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:33763720,PMID,33763720,"Mediterranean diet consumption affects the endocannabinoid system in overweight and obese subjects: possible links with gut microbiome, insulin resistance and inflammation.",,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:34115318,PMID,34115318,"The Effects of Limosilactobacillus reuteri LR-99 Supplementation on Body Mass Index, Social Communication, Fine Motor Function, and Gut Microbiome Composition in Individuals with Prader-Willi Syndrome: a Randomized Double-Blinded Placebo-Controlled Trial.",,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:36352899,PMID,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:37971504,PMID,37971504,Habitual carbohydrate intake is not correlated with circulating β-hydroxybutyrate levels in pregnant women with overweight and obesity at 28 weeks' gestation.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
PMID:39940263,PMID,39940263,Changes in Hormonal Profile and Body Mass Index in Women with Polycystic Ovary Syndrome After Probiotic Intake: A 12-Week Placebo-Controlled and Randomized Clinical Study.,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
EUROPEPMC:41366779,EUROPEPMC,41366779,"The effects of next generation probiotics on metabolic dysfunction-associated steatotic liver disease: a parallel, double-blind, randomized, placebo-controlled trial.",,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
EUROPEPMC:42120725,EUROPEPMC,42120725,Pasteurized Akkermansia muciniphila Muc,,,,,,,,,,,,,,,pending,required for interpretable moderator modeling
