evidence_id,source_database,source_accession,doi,pmid,title,year,evidence_type,priority,relevance_score,study_tag,intervention_type_hint,taxa_hint,outcome_hint,needs_manual_review,source_url,queue_rank,queue_reason
PMID:38999741,PubMed,38999741,10.3390/nu16131993,38999741,"The Effect of the Lacticaseibacillus paracasei BEPC22 and Lactiplantibacillus plantarum BELP53 Combination (BN-202M) on Body Fat Percentage Loss in Overweight Individuals: A Randomized, Double-Blind, Placebo-Controlled Study.",2024,literature,high,3,randomized_controlled_trial,,Lacticaseibacillus;Lactiplantibacillus,weight;body_composition,true,https://pubmed.ncbi.nlm.nih.gov/38999741/,15,priority=high; relevance=3; study_tag=randomized_controlled_trial; taxa=Lacticaseibacillus;Lactiplantibacillus; outcomes=weight;body_composition
PMID:39051504,PubMed,39051504,10.1039/d4fo00535j,39051504,"Bifidobacterium lactis IDCC 4301 (B. lactis Fit™) supplementation effects on body fat, serum triglyceride, and adipokine ratio in obese women: a randomized clinical trial.",2024,literature,high,3,randomized_controlled_trial,,Bifidobacterium,body_composition;lipid,true,https://pubmed.ncbi.nlm.nih.gov/39051504/,16,priority=high; relevance=3; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=body_composition;lipid
PMID:39456659,PubMed,39456659,10.3390/ijms252010871,39456659,Gut Microbiome and Metabolome Alterations in Overweight or Obese Adult Population after Weight-Loss Bifidobacterium breve BBr60 Intervention: A Randomized Controlled Trial.,2024,literature,high,3,randomized_controlled_trial,,Bifidobacterium,weight;microbiome,true,https://pubmed.ncbi.nlm.nih.gov/39456659/,17,priority=high; relevance=3; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=weight;microbiome
PMID:36606510,PubMed,36606510,10.1002/edm2.402,36606510,"A clinical trial about effects of prebiotic and probiotic supplementation on weight loss, psychological profile and metabolic parameters in obese subjects.",2023,literature,high,3,needs_manual_classification,probiotic;prebiotic,,weight;glucose,true,https://pubmed.ncbi.nlm.nih.gov/36606510/,18,priority=high; relevance=3; study_tag=needs_manual_classification; outcomes=weight;glucose
PMID:37424169,PubMed,37424169,10.1002/oby.23801,37424169,Effect of synbiotics on weight loss and metabolic health in adults with overweight and obesity: A randomized controlled trial.,2023,literature,high,3,randomized_controlled_trial,synbiotic,,weight;glucose,true,https://pubmed.ncbi.nlm.nih.gov/37424169/,19,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;glucose
PMID:37580231,PubMed,37580231,10.1016/j.numecd.2023.07.030,37580231,"No effect of multi-strain probiotic supplementation on metabolic and inflammatory markers and newborn body composition in pregnant women with obesity: Results from a randomized, double-blind placebo-controlled study.",2023,literature,high,3,randomized_controlled_trial,probiotic,,body_composition;glucose,true,https://pubmed.ncbi.nlm.nih.gov/37580231/,20,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=body_composition;glucose
PMID:37836532,PubMed,37836532,10.3390/nu15194248,37836532,Effects of Synbiotic Supplementation on Metabolic Syndrome Traits and Gut Microbial Profile among Overweight and Obese Hong Kong Chinese Individuals: A Randomized Trial.,2023,literature,high,3,randomized_controlled_trial,synbiotic,,weight;glucose,true,https://pubmed.ncbi.nlm.nih.gov/37836532/,21,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;glucose
PMID:36352899,PubMed,36352899,10.3389/fnut.2022.1007506,36352899,Effect of garlic extract on weight loss and gut microbiota composition in obese women: A double-blind randomized controlled trial.,2022,literature,high,3,randomized_controlled_trial,,,weight;microbiome,true,https://pubmed.ncbi.nlm.nih.gov/36352899/,22,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;microbiome
PMID:34434546,PubMed,34434546,10.1016/j.amsu.2021.102548,34434546,Effects of synbiotic supplement on body weight and fasting blood glucose levels in obesity: A randomized placebo-controlled trial.,2021,literature,high,3,randomized_controlled_trial,synbiotic,,weight;glucose,true,https://pubmed.ncbi.nlm.nih.gov/34434546/,23,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;glucose
NCT:NCT04611477,ClinicalTrials.gov,NCT04611477,,,Effect of Synbiotic 365 on Body Composition in Overweight and Obese Individuals,2020,clinical_trial,high,3,clinical_trial_registry,synbiotic,,weight;body_composition,true,https://clinicaltrials.gov/study/NCT04611477,24,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight;body_composition
NCT:NCT04642482,ClinicalTrials.gov,NCT04642482,,,Synbiotic Therapy on Intestinal Microbiota and Insulin Resistance in Obesity,2019,clinical_trial,high,3,clinical_trial_registry,synbiotic,,glucose;microbiome,true,https://clinicaltrials.gov/study/NCT04642482,25,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=glucose;microbiome
PMID:30525950,PubMed,30525950,10.3920/BM2018.0028,30525950,Probiotic or synbiotic alters the gut microbiota and metabolism in a randomised controlled trial of weight management in overweight adults.,2019,literature,high,3,randomized_controlled_trial,probiotic;synbiotic,,weight;microbiome,true,https://pubmed.ncbi.nlm.nih.gov/30525950/,26,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;microbiome
NCT:NCT02893943,ClinicalTrials.gov,NCT02893943,,,Impact of Probiotics on Weight Control and Body Composition in Overweight and Obese Individuals,2017,clinical_trial,high,3,clinical_trial_registry,probiotic,,weight;body_composition,true,https://clinicaltrials.gov/study/NCT02893943,27,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight;body_composition
NCT:NCT05423015,ClinicalTrials.gov,NCT05423015,,,Assessment of the Effects of Synbiotic on Gut Microbiota Composition in Scholars With Overweight,2017,clinical_trial,high,3,clinical_trial_registry,synbiotic,,weight;microbiome,true,https://clinicaltrials.gov/study/NCT05423015,28,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight;microbiome
PMID:28792488,PubMed,28792488,10.1038/ijo.2017.161,28792488,Effect of Lactobacillus on body weight and body fat in overweight subjects: a systematic review of randomized controlled clinical trials.,2017,literature,high,3,meta_analysis_or_systematic_review,,Lactobacillus,weight;body_composition,true,https://pubmed.ncbi.nlm.nih.gov/28792488/,29,priority=high; relevance=3; study_tag=meta_analysis_or_systematic_review; taxa=Lactobacillus; outcomes=weight;body_composition
PMID:27810310,PubMed,27810310,10.1016/j.ebiom.2016.10.036,27810310,"Probiotic With or Without Fiber Controls Body Fat Mass, Associated With Serum Zonulin, in Overweight and Obese Adults-Randomized Controlled Trial.",2016,literature,high,3,randomized_controlled_trial,probiotic,,weight;body_composition,true,https://pubmed.ncbi.nlm.nih.gov/27810310/,30,priority=high; relevance=3; study_tag=randomized_controlled_trial; outcomes=weight;body_composition
NCT:NCT02217579,ClinicalTrials.gov,NCT02217579,,,Effect of Protein and Prebiotic Fiber Intake on Adiposity in Overweight and Obese Adults,2013,clinical_trial,high,3,clinical_trial_registry,prebiotic,,weight,true,https://clinicaltrials.gov/study/NCT02217579,31,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT01433120,ClinicalTrials.gov,NCT01433120,,,Targeting the Gut Microbiome to Investigate the Pathways of Progression From Obesity to Metabolic Diseases in an At-risk Population.,2011,clinical_trial,high,3,clinical_trial_registry,,,glucose;microbiome,true,https://clinicaltrials.gov/study/NCT01433120,32,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=glucose;microbiome
NCT:NCT01004120,ClinicalTrials.gov,NCT01004120,,,Efficacy of a Prebiotic Galactooligosaccharide to Reduce Metabolic Syndrome Risk Factors in Overweight Adults,2009,clinical_trial,high,3,clinical_trial_registry,prebiotic,,weight;glucose,true,https://clinicaltrials.gov/study/NCT01004120,33,priority=high; relevance=3; study_tag=clinical_trial_registry; outcomes=weight;glucose
EUROPEPMC:41494682,PubMed,41494682,10.7570/jomes25045,41494682,The Effects of Probiotic Yogurt and Resistance Training on Body Composition and Metabolic Parameters in Post-bariatric Surgery Patients: A Randomized Controlled Trial.,2026,literature,high,2,randomized_controlled_trial,probiotic,,body_composition;glucose,true,https://europepmc.org/article/MED/41494682,34,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=body_composition;glucose
EUROPEPMC:41814326,PubMed,41814326,10.1186/s12986-026-01101-8,41814326,Effects of synbiotic supplementation on metabolic profiles in children with obesity: a randomized double-blinded placebo-controlled trial.,2026,literature,high,2,randomized_controlled_trial,synbiotic,,glucose,true,https://europepmc.org/article/MED/41814326,35,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose
EUROPEPMC:41921070,PubMed,41921070,10.1093/lambio/ovag041,41921070,Anti-obesity effects of probiotics beyond BMI: a critical review of human clinical trials.,2026,literature,high,2,review,probiotic,,BMI,true,https://europepmc.org/article/MED/41921070,36,priority=high; relevance=2; study_tag=review; outcomes=BMI
EUROPEPMC:41938967,PubMed,41938967,10.3389/fpubh.2026.1767108,41938967,Efficacy of probiotic supplementation for body weight management in overweight and obese adults: a meta-analysis of randomized controlled trials predominantly from East Asia.,2026,literature,high,2,meta_analysis_or_systematic_review,probiotic,,weight,true,https://europepmc.org/article/MED/41938967,37,priority=high; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight
EUROPEPMC:42074987,PubMed,42074987,10.3390/nu18081174,42074987,"A Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effect of <i>Limosilactobacillus fermentum</i> K8-Lb1 Postbiotic on Weight Management and Metabolic Health Outcomes.",2026,literature,high,2,randomized_controlled_trial,postbiotic,Limosilactobacillus,weight;glucose,true,https://europepmc.org/article/MED/42074987,38,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Limosilactobacillus; outcomes=weight;glucose
EUROPEPMC:42120725,PubMed,42120725,10.1038/s41591-026-04394-7,42120725,Pasteurized Akkermansia muciniphila Muc<sup>T</sup> for weight loss maintenance in people with overweight and obesity: a controlled randomized trial.,2026,literature,high,2,randomized_controlled_trial,,Akkermansia,weight,true,https://europepmc.org/article/MED/42120725,39,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Akkermansia; outcomes=weight
EUROPEPMC:42141362,PubMed,42141362,10.1002/oby.70224,42141362,Effect of Sevelamer and B. longum on Insulin Sensitivity in Participants With Obesity: A Randomized Clinical Trial.,2026,literature,high,2,randomized_controlled_trial,,,glucose,true,https://europepmc.org/article/MED/42141362,40,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose
NCT:NCT07507929,ClinicalTrials.gov,NCT07507929,,,Probiotic for Weight Management in Overweight and Obese Adults,2026,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,true,https://clinicaltrials.gov/study/NCT07507929,41,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07517757,ClinicalTrials.gov,NCT07517757,,,Dietary Strategies for the Treatment of Fibromyalgia in Overweight and Obese Patients,2026,clinical_trial,high,2,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT07517757,42,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07559227,ClinicalTrials.gov,NCT07559227,,,"Gut, Immune, and Vascular Health in Metabolically Healthy Obesity",2026,clinical_trial,high,2,clinical_trial_registry,,,glucose,true,https://clinicaltrials.gov/study/NCT07559227,43,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose
NCT:NCT07593170,ClinicalTrials.gov,NCT07593170,,,AKK Study in Improving Obesity and Metabolic Status in Children and Adolescents,2026,clinical_trial,high,2,clinical_trial_registry,,,glucose,true,https://clinicaltrials.gov/study/NCT07593170,44,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose
PMID:41410576,PubMed,41410576,10.1039/d5fo01687h,41410576,"Daily mango (Mangifera indica L.) consumption supplemented with probiotics differentially modulates inflammation and cognitive function in individuals with overweight or obesity: a placebo-controlled, double-blind, and randomized trial.",2026,literature,high,2,randomized_controlled_trial,probiotic,,weight,true,https://pubmed.ncbi.nlm.nih.gov/41410576/,45,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight
PMID:41524907,PubMed,41524907,10.1007/s00394-025-03873-w,41524907,A multifaceted lifestyle program for weight loss in overweight adults: evidence from a randomised clinical trial.,2026,literature,high,2,randomized_controlled_trial,,,weight,true,https://pubmed.ncbi.nlm.nih.gov/41524907/,46,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight
EUROPEPMC:40987620,PubMed,40987620,10.1016/j.orcp.2025.08.010,40987620,Can pre-/pro and synbiotics affect cardiovascular risk factors in children and adolescence with overweight and obesity? A grade-assessed systematic review and meta-analysis of randomized controlled trials.,2025,literature,high,2,meta_analysis_or_systematic_review,synbiotic,,weight,true,https://europepmc.org/article/MED/40987620,47,priority=high; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight
EUROPEPMC:41455007,PubMed,41455007,10.1007/s12602-025-10885-9,41455007,"Bifidobacterium Breve BBr60 Improves Obesity Via the Gut Microbiota-Short-Chain Fatty Acid-IL-27/GLP-1 Axis: Evidence from a Randomized, Double-Blind, Placebo-Controlled Trial.",2025,literature,high,2,randomized_controlled_trial,,Bifidobacterium,microbiome,true,https://europepmc.org/article/MED/41455007,48,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=microbiome
NCT:NCT06780007,ClinicalTrials.gov,NCT06780007,,,Weight Loss Effect of Akkermansia Muciniphila in Obese Patients,2025,clinical_trial,high,2,clinical_trial_registry,,Akkermansia,weight,true,https://clinicaltrials.gov/study/NCT06780007,49,priority=high; relevance=2; study_tag=clinical_trial_registry; taxa=Akkermansia; outcomes=weight
NCT:NCT07515443,ClinicalTrials.gov,NCT07515443,,,The Effects of a Commercially Available Synbiotic on the Gut Microbiome and Cardiometabolic Health: A Randomized Double-Blind Placebo-Controlled Trial,2025,clinical_trial,high,2,randomized_controlled_trial,synbiotic,,glucose;microbiome,true,https://clinicaltrials.gov/study/NCT07515443,50,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose;microbiome
PMID:39842252,PubMed,39842252,10.1016/j.clnu.2024.12.031,39842252,"Effect of caloric restriction with probiotic supplementation on body composition, quality of life, and psychobiological factors of obese men: A randomized, double-blinded placebo-controlled clinical trial.",2025,literature,high,2,randomized_controlled_trial,probiotic,,body_composition,true,https://pubmed.ncbi.nlm.nih.gov/39842252/,51,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=body_composition
PMID:39981988,PubMed,39981988,10.1002/mnfr.202400806,39981988,"Nutraceutical Blends Promote Weight Loss, Inflammation Reduction, and Better Sleep: The Role of Faecalibacterium prausnitzii in Overweight Adults-A Double-Blind Trial.",2025,literature,high,2,needs_manual_classification,,,weight,true,https://pubmed.ncbi.nlm.nih.gov/39981988/,52,priority=high; relevance=2; study_tag=needs_manual_classification; outcomes=weight
PMID:40066582,PubMed,40066582,10.20960/nh.05563,40066582,"Effects of probiotic supplementation on blood lipids ın hypercholesterolemic obese patients: a randomized, double-blind, placebo-controlled pilot trial.",2025,literature,high,2,randomized_controlled_trial,probiotic,,lipid,true,https://pubmed.ncbi.nlm.nih.gov/40066582/,53,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=lipid
PMID:40902730,PubMed,40902730,10.1016/j.tjnut.2025.08.026,40902730,Can Probiotics Influence Adaptive Thermogenesis Induced by Continuous Energy Restriction after a 12-Week Intervention in Adult Males Living with Obesity? A Secondary Analysis of a Randomized Clinical Trial (São Paulo Clinical Study of Obesity and Intestinal Microbiota).,2025,literature,high,2,randomized_controlled_trial,probiotic,,microbiome,true,https://pubmed.ncbi.nlm.nih.gov/40902730/,54,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome
EUROPEPMC:38072119,PubMed,38072119,10.1016/j.advnut.2023.100162,38072119,Effect of Probiotic Supplementation on Intestinal Permeability in Overweight and Obesity: A Systematic Review of Randomized Controlled Trials and Animal Studies.,2024,literature,high,2,meta_analysis_or_systematic_review,probiotic,,weight,true,https://europepmc.org/article/MED/38072119,55,priority=high; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight
NCT:NCT05949255,ClinicalTrials.gov,NCT05949255,,,Probiotics and Insulin Resistance in Obese Asthmatics,2024,clinical_trial,high,2,clinical_trial_registry,probiotic,,glucose,true,https://clinicaltrials.gov/study/NCT05949255,56,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose
NCT:NCT06213480,ClinicalTrials.gov,NCT06213480,,,Next-Generation Synbiotic in Individuals With Overweight or Obesity,2024,clinical_trial,high,2,clinical_trial_registry,synbiotic,,weight,true,https://clinicaltrials.gov/study/NCT06213480,57,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT06305650,ClinicalTrials.gov,NCT06305650,,,Probiotic Influence on Obesity-Related Lipidemia,2024,clinical_trial,high,2,clinical_trial_registry,probiotic,,lipid,true,https://clinicaltrials.gov/study/NCT06305650,58,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=lipid
NCT:NCT06710106,ClinicalTrials.gov,NCT06710106,,,Effect of a Low-calorie Diet With a Prebiotic Supplement on Health of Overweight-obese Subjects.,2024,clinical_trial,high,2,clinical_trial_registry,prebiotic,,weight,true,https://clinicaltrials.gov/study/NCT06710106,59,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
PMID:38999802,PubMed,38999802,10.3390/nu16132055,38999802,"Preoperative Multistrain Probiotic Supplementation Does Not Affect Body Weight Changes or Cardiometabolic Risk Factors in Bariatrics: Randomized, Double-Blind, Placebo-Controlled Clinical Trial.",2024,literature,high,2,randomized_controlled_trial,probiotic,,weight;glucose,true,https://pubmed.ncbi.nlm.nih.gov/38999802/,60,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;glucose
PMID:39117856,PubMed,39117856,10.1007/s11695-024-07437-5,39117856,"Effects of Probiotic Supplementation Added to a Weight Loss Program on Anthropometric Measures, Body Composition, Eating Behavior, and Related Hormone Levels in Patients with Food Addiction and Weight Regain After Bariatric Surgery: A Randomized Clinical Trial.",2024,literature,high,2,randomized_controlled_trial,probiotic,,weight;body_composition,true,https://pubmed.ncbi.nlm.nih.gov/39117856/,61,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;body_composition
PMID:39298907,PubMed,39298907,10.1016/j.dsx.2024.103118,39298907,"The effect of microbiome-modulating therapeutics on glucose homeostasis in metabolic syndrome: A systematic review, meta-analysis, and meta-regression of clinical trials.",2024,literature,high,2,meta_analysis_or_systematic_review,,,glucose;microbiome,true,https://pubmed.ncbi.nlm.nih.gov/39298907/,62,priority=high; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=glucose;microbiome
PMID:39574069,PubMed,39574069,10.1186/s12916-024-03744-x,39574069,Strategic interventions in clinical randomized trials for metabolic dysfunction-associated steatotic liver disease (MASLD) and obesity in the pediatric population: a systematic review with meta-analysis and bibliometric analysis.,2024,literature,high,2,meta_analysis_or_systematic_review,,,glucose,true,https://pubmed.ncbi.nlm.nih.gov/39574069/,63,priority=high; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=glucose
PMID:39594072,PubMed,39594072,10.3390/foods13223655,39594072,Modulation of Serum Metabolic Profiles by Bifidobacterium breve BBr60 in Obesity: A Randomized Controlled Trial.,2024,literature,high,2,randomized_controlled_trial,,Bifidobacterium,glucose,true,https://pubmed.ncbi.nlm.nih.gov/39594072/,64,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=glucose
NCT:NCT05908474,ClinicalTrials.gov,NCT05908474,,,"The Effects of io Fibrewater Supplementation on Gut Health, Immunity and Metabolism in Overweight Adults",2023,clinical_trial,high,2,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT05908474,65,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT06030999,ClinicalTrials.gov,NCT06030999,,,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics,2023,clinical_trial,high,2,clinical_trial_registry,probiotic;prebiotic,,weight,true,https://clinicaltrials.gov/study/NCT06030999,66,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT06035718,ClinicalTrials.gov,NCT06035718,,,Effect of Transcranial Direct Current Stimulation (tDCS) and Probiotic Supplementation in Overweight Adults,2023,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,true,https://clinicaltrials.gov/study/NCT06035718,67,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07448220,ClinicalTrials.gov,NCT07448220,,,Study on the Efficacy of Probiotics in the Treatment of Childhood Obesity and Their Effects on Gut Microbiota,2023,clinical_trial,high,2,clinical_trial_registry,probiotic,,microbiome,true,https://clinicaltrials.gov/study/NCT07448220,68,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=microbiome
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,,,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,2023,clinical_trial,high,2,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT07452757,69,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07492485,ClinicalTrials.gov,NCT07492485,,,Precision Nutrition Recommendations Generated by Metataxonomic Microbiome Testing Improve Food Group Choices and Intestinal Health Indicators in an Obese Population in Colombia,2023,clinical_trial,high,2,clinical_trial_registry,,,microbiome,true,https://clinicaltrials.gov/study/NCT07492485,70,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=microbiome
