evidence_id,source_database,source_accession,source_url,title,abstract,publication_types,clinical_interventions,enrollment,phase,primary_outcomes,secondary_outcomes,arms,detail_status
EUROPEPMC:42221502,PubMed,42221502,https://europepmc.org/article/MED/42221502,Therapeutic potential of natural compounds from medicinal and food homology substances targeting gut microbiota in lipid metabolism disorders.,"Dyslipidemia contributes to chronic diseases such as non-alcoholic fatty liver disease (NAFLD), type 2 diabetes (T2DM), and obesity. Emerging evidence highlights gut dysbiosis as a key driver of abnormal lipid metabolism. This review examines how natural bioactive compounds from medicinal and food homology (MFH) substances regulate lipid metabolism by modulating the gut microbiome. It summarizes evidence on the modification of the microbiota-lipid metabolism axis by natural compounds from MFH substances and discusses the limitations of applications and their promise for preventing and treating metabolic diseases. By capitalizing on these microbiota-mediated effects, natural compounds may serve as a beneficial natural resource for adjusting lipid metabolism.",Journal Article; Review,,,,,,,ok
PMID:41205303,PubMed,41205303,https://pubmed.ncbi.nlm.nih.gov/41205303/,Bacteroides acidifaciens alleviates high-fat diet-induced obesity-related osteoporosis by regulating gut microbiota and bile acid metabolism via the gut-bone axis.,"Obesity disrupts bone formation-resorption balance. Despite the established role of Bacteroides acidifaciens (B. acidifaciens) in modulating metabolic homeostasis, reducing inflammation, and improving lipid metabolism, its impact on obesity-associated osteoporosis is still not well understood. In this study, we delved into the potential protective influence of B. acidifaciens on high-fat diet (HFD) induced bone loss. The results showed that B. acidifaciens sharply improved weight gain, glucose and lipid metabolism in 16 weeks HFD mice. Both In vitro and in vivo experiments have conclusively demonstrated that the introduction of B. acidifaciens notably ameliorated the imbalance of HFD induced osteogenesis and osteoclastogenesis. B. acidifaciens also regulated HFD induced gut microbiota and bile acid metabolism, and strengthened intestinal mucosal barrier function. Additionally, B. acidifaciens significantly activated the AMPK-PPARα signaling pathway in bone tissue. Thus, our study indicated that B. acidifaciens regulated metabolism, restored gut microbiota balance, and activated AMPK-PPARα pathway to prevent HFD-induced bone loss, potentially aiding in preventing and treating obesity-related osteoporosis.",Journal Article,,,,,,,ok
PMID:41499920,PubMed,41499920,https://pubmed.ncbi.nlm.nih.gov/41499920/,Gut microbiota composition and derived enterotypes are associated with ponderal status in preschool children. Childhood obesity risk assessment longitudinal study (CORALS) cohort.,"Childhood obesity is a growing public health concern increasingly linked to gut microbiota. We analysed associations between microbiota composition, functionality, and weight status in 1134 children aged 3-6 years from the CORALS cohort.; The baseline cross-sectional study stratified participants by weight status (underweight, normal weight, overweight, obesity) and performed shotgun metagenomic sequencing of stool samples. Analyses in R assessed alpha/beta diversity, taxonomic composition, enterotypes, and microbial pathways.; Alpha diversity decreased with increasing BMI, particularly in obesity (Shannon adj.P = 0.00301; Simpson adj.P = 0.00158). Beta diversity revealed distinct microbial structures across groups (p = 0.001). Four enterotypes were identified: obesity was associated with Enterotype 3 (Segatella-dominated, p = 0.023), while Enterotype 1 (Alistipes, Akkermansia, Coprococcus) was enriched in underweight/normal weight. Species linked to obesity included higher Phocaeicola dorei (adj.P = 0.003) and Segatella hominis (adj.P = 0.001), and lower Longicatena caecimuris (adj.P = 0.03) and Blautia parvula (adj.P = 0.003). Functional analyses showed downregulation of vitamin and nucleotide biosynthesis pathways and reduced carbohydrate metabolism in overweight/obesity.; Gut microbiota composition and functionality are strongly associated with weight status in early childhood, suggesting microbial biomarkers and metabolic pathways relevant to understand early obesity development.; gov ID NCT06317883.",Journal Article,,,,,,,ok
PMID:41812148,PubMed,41812148,https://pubmed.ncbi.nlm.nih.gov/41812148/,"Effects of Polyphenols on Gut Health and Inflammation in Overweight and Obese Populations: A Systematic Review and Meta-analysis of Dose, Duration, and Food Matrix.","Obesity and overweight are global health challenges associated with chronic low-grade inflammation and gut microbiota imbalance. Polyphenols are bioactive compounds found in plant-based foods and have shown promise in improving gut health and regulating inflammatory responses.; This systematic review and meta-analysis evaluated the effects of polyphenol interventions on gut microbiota composition and inflammatory biomarkers in overweight and obese individuals, based on 32 randomized controlled trials.; This systematic review and meta-analysis was conducted using electronic databases including PubMed, Web of Science, Cochrane Library, and EMBASE from their inception up to August 2024.; Our findings highlight that intervention characteristics, such as duration, dosage, and food matrix, significantly influence outcomes. Subgroup analyses revealed that shorter interventions (<6 wk) and higher daily polyphenol doses (>400 mg) more effectively reduced interleukin (IL)-6 (2.79 mg/dL; 95% CI, -3.52 to -2.06; P = .001; 4.26 mg/dL; 95% CI, -6.29 to -2.24; P = .001), increasing anti-inflammatory IL-10 (0.25 pg/mL; 95% CI, 0.11-0.40; P = .0004; 1.49 pg/mL; 95% CI, 0.62-2.36; P = .000), and promoting beneficial gut bacteria such as Bifidobacterium spp and Akkermansia muciniphila.; Whole polyphenol-rich food was more effective than purified extracts in lowering IL-6 and C-reactive protein (CRP) levels, suggesting potential synergistic effects from the food matrix. The most notable effects were observed with interventions lasting under 6 weeks, daily polyphenol intake below 400 mg, and whole polyphenol-rich foods. These findings suggest that polyphenols may help regulate gut microbiota and inflammation in overweight and obese individuals.; PROSPERO registration no. CRD42024621376.",Journal Article,,,,,,,ok
PMID:41871887,PubMed,41871887,https://pubmed.ncbi.nlm.nih.gov/41871887/,Effects of Nutritional Supplement Intake on Pregnancy Outcomes in Overweight and Obese Women: A Systematic Review and Meta-Analysis.,"Fetal nutrient supply depends on maternal status. Pregnant women tend to pay close attention to their health and diet, and micronutrient supplementation is widely practiced. Overweight and obese pregnant women exhibit altered metabolism, inflammation, and placental function. These may limit the efficacy of nutritional supplementation in this population. Robust evidence on supplement efficacy and safety in this high-risk group is lacking. To evaluate the effects of antenatal nutritional supplementation on perinatal outcomes in women with pre-pregnancy overweight or obesity, we conducted a systematic review and meta-analysis.; We searched PubMed, Embase, and the Cochrane Library to 16 July 2025 for randomized controlled trials (RCTs) comparing any nutritional supplement versus placebo in pregnant women with body mass index (BMI) ≥ 25 kg/m2. Nineteen RCTs (3482 participants) were included; risk ratios (RR) with 95% confidence intervals (CI) were pooled using fixed- or random-effects models.; Supplements did not alter birth weight (SMD 0.04; 95% CI -0.04 to 0.11) or overall cesarean section risk. Probiotic supplementation increased preterm birth risk by 86% (RR 1.86; 95% CI 1.09-3.18). Inositol reduced preterm birth (RR 0.28; 95% CI 0.13-0.64) and preeclampsia (RR 0.40; 95% CI 0.19-0.83). Unsaturated fatty acids lowered macrosomia incidence (RR 0.53; 95% CI 0.29-0.95).; Routine unsaturated fatty acids and inositol supplementation should be considered for overweight or obese pregnant women to reduce macrosomia, preterm birth, preeclampsia, and gestational hypertension. Chronic or prophylactic probiotic supplementation is not recommended.",Journal Article; Systematic Review; Meta-Analysis,,,,,,,ok
PMID:41882376,PubMed,41882376,https://pubmed.ncbi.nlm.nih.gov/41882376/,Genetically mediated causal relationship between gut microbiota composition and childhood obesity.,"Gut microbiota (GM) plays a critical role in maintaining human health and modulating the pathogenesis of various diseases. This study aimed to investigate the causal relationship between gut microbiota and childhood obesity using Mendelian randomization.; In accordance with preset thresholds, independent genetic loci significantly related to the relative abundance of GM were extracted as instrumental variables using GM genome-wide association study (GWAS) data from the MiBioGen database and childhood obesity GWAS data from the IEU Open GWAS database. Inverse variance weighting was used to examine the causal relationship between GM and childhood obesity.; An increase in Akkermansia and Butyricimonas abundance can reduce the risk of obesity in children (OR = 0.476, 95% CI: 0.311-0.726, P = 0.001; OR = 0.682, 95% CI: 0.471-0.990, P = 0.044). Ruminiclostridium9 abundance increased the risk of childhood obesity (OR = 2.051, 95% CI: 1.069-3.932, P = 0.031).; Beneficial GM members Akkermansia and Butyricimonas were positively associated with reduced obesity risk in children. Ruminiclostridium 9 was identified as a potential risk factor for childhood obesity. This study provides genetic evidence supporting a potential causal relationship between GM composition and childhood obesity, offering valuable insights for future research and preventive intervention strategies.; Gut microbiota (GM) plays a critical role in maintaining human health and modulating the pathogenesis of various diseases. GM-based interventions have emerged as promising therapeutic approaches for childhood obesity. This study aimed to investigate the causal relationship between gut microbiota and childhood obesity using Mendelian randomization methods, thereby providing genetic evidence to support the potential of GM-targeted strategies in the prevention and management of this condition. The findings reinforce prior observational evidence by demonstrating a causal association between specific gut microbial taxa and childhood obesity. These results provide valuable insights that may guide future research and the development of novel therapeutic interventions.",Journal Article,,,,,,,ok
PMID:41961895,PubMed,41961895,https://pubmed.ncbi.nlm.nih.gov/41961895/,"Effects of Probiotic and Synbiotic Supplementation on Metabolic and Hepatic Outcomes in Children and Adolescents With Obesity, Including Those With Obesity-Related Metabolic Dysfunction-Associated Steatotic Liver Disease: A Systematic Review and Meta-Analysis.","This systematic review and meta-analysis evaluated the effects of probiotic and synbiotic supplementation on metabolic and hepatic outcomes in children and adolescents with obesity, including those with obesity-related metabolic dysfunction-associated steatotic liver disease (MASLD).; A comprehensive literature search of PubMed, Scopus and Web of Science was conducted up to September 2025. Randomised controlled trials (RCTs) investigating probiotic or synbiotic supplementation in paediatric populations with obesity or MASLD were included. Data were pooled using a random-effects model, and the Cochrane Risk of Bias tool and GRADE framework were used for quality assessment.; Thirteen RCTs (n = 848) were included. Pooled analyses demonstrated significant reductions in total cholesterol (WMD: -6.40 mg/dL, 95% CI: -8.78, -4.01), LDL-C (WMD: -2.68 mg/dL, 95% CI: -4.85, -0.50) and alanine aminotransferase (ALT) (WMD: -6.15 U/L, 95% CI: -10.14, -2.16). No significant improvements were observed in BMI z-score, waist circumference, triglycerides, HDL-C or fasting blood sugar. A significant increase in HOMA-IR was found (WMD: 0.68, 95% CI: 0.53, 0.83). Evidence certainty was high for lipid outcomes but low or very low for most other measures.; Despite these mixed results, substantial heterogeneity and limited evidence quality underscore the need for well-designed, strain-specific trials. Probiotic and synbiotic supplementation show promise for specific metabolic outcomes in paediatric populations, though caution is warranted regarding glucose homeostasis, and personalised approaches should be considered in clinical practice.",Journal Article; Systematic Review; Meta-Analysis; Review,,,,,,,ok
PMID:42157654,PubMed,42157654,https://pubmed.ncbi.nlm.nih.gov/42157654/,"Gut Microbiota as a Mediator of Sarcopenic Obesity: Mechanisms, Modifiable Factors, and Healthcare Burden.","Sarcopenic obesity (SO) is condition characterized by coexistence of reduced skeletal muscle mass and increased body fat mass. Several factors contribute to development of SO, including aging, chronic inflammation, oxidative stress, physical inactivity, obesity, inadequate nutrition, and gut dysbiosis. Currently, there is no definitive treatment protocol for SO; existing management strategies primarily focus on alleviating symptoms and improving quality of life through lifestyle modifications. The gut microbiota plays a significant role in the development of SO through dysbiosis, while restoration of microbial balance may contribute to the alleviation of clinical symptoms. In SO, Akkermansia, Escherichia, and Bifidobacterium have been reported as prominent gut microbial signatures. Therapeutic approaches for SO include nutritional and exercise interventions, biotics (probiotics, prebiotics, synbiotics, and postbiotics), protein and vitamin supplementation, and dietary patterns such as ketogenic and MIND diets. These strategies may contribute to SO management through the gut-muscle axis by modulating gut microbiota composition and influencing metabolic mechanisms such as inflammation, energy metabolism, and muscle protein synthesis. This review examines the relationship between SO and the gut microbiota, the mechanisms underlying the gut-muscle axis, and microbiota-based therapeutic approaches, highlighting the importance of evidence-based strategies for managing the health burden associated with this condition.",Journal Article; Review,,,,,,,ok
EUROPEPMC:39159270,PubMed,39159270,https://europepmc.org/article/MED/39159270,Obesity and the gut microbiota: implications of neuroendocrine and immune signaling.,"Obesity is a major health challenge due to its high prevalence and associated comorbidities. The excessive intake of a diet rich in fat and sugars leads to a persistent imbalance between energy intake and energy expenditure, which increases adiposity. Here, we provide an update on relevant diet-microbe-host interactions contributing to or protecting from obesity. In particular, we focus on how unhealthy diets shape the gut microbiota and thus impact crucial intestinal neuroendocrine and immune system functions. We describe how these interactions promote dysfunction in gut-to-brain neuroendocrine pathways involved in food intake control and postprandial metabolism and elevate the intestinal proinflammatory tone, promoting obesity and metabolic complications. In addition, we provide examples of how this knowledge may inspire microbiome-based interventions, such as fecal microbiota transplants, probiotics, and biotherapeutics, to effectively combat obesity-related disorders. We also discuss the current limitations and gaps in knowledge of gut microbiota research in obesity.",Journal Article; Review,,,,,,,ok
EUROPEPMC:39944116,PubMed,39944116,https://europepmc.org/article/MED/39944116,"The effect of probiotics, prebiotics and synbiotics on gut microbial community profile in overweight and obese Latin American and Caribbean populations: a systematic review of human trials.","Oral supplementation with probiotics, prebiotics, and synbiotics is a novel potential complementary therapy for addressing overweight and obesity through gut microbiota modulation. This systematic review provides a comprehensive summary of the existing evidence to guide future research. Literature searches were conducted in four databases to identify human trials published until May 2024 that examined the impact of probiotic, prebiotic, or synbiotic interventions on faecal microbiota composition changes in overweight and obese participants from Latin American and Caribbean populations (LACPs). Of the 13,090 identified records, five randomised controlled trials (RCTs) from Brazil, Mexico, and Chile met the inclusion criteria for this review. The included RCTs evaluated different forms of therapies over short-term interventions (6 or 8 weeks), with sample sizes ranging from 21 to 39 participants across the studies. Variations in the reported outcomes were observed due to differences in supplement formulation, dosage, population characteristics, and methodological heterogeneity. The findings indicate that the available data are inadequate to establish definitive conclusions regarding the impact of biotic treatments on gut microbiota profiles in LACP. Further research with larger sample sizes and precise microbiota analysis is required to elucidate the implications of dietary interventions on gut microbiota in obesity and related disorders.",Journal Article; Review,,,,,,,ok
EUROPEPMC:40295195,PubMed,40295195,https://europepmc.org/article/MED/40295195,"Microbiome, Potential Therapeutic Agents: New Players of Obesity Treatment.","Obesity is a global pandemic, and recent research has established a correlation between the microbiome and obesity, indicating potential treatment possibilities. This review evaluated the potential of the microbiome in treating obesity by targeting anti-adipogenesis and adipose tissue browning mechanisms. The microbiome impacts adipogenesis through lipogenesis and inflammation pathways and influences adipose tissue browning via the secretion of gut hormones and short-chain fatty acids. Understanding these mechanisms could pave the way for interventions targeting the gut microbiome to reduce obesity-related adiposity. While our understanding of the specific microbial species, metabolites, and signaling pathways involved in these processes is still limited, this review highlights the potential of microbiome-based therapies for obesity. Further research focused on identifying key microbial players and their mechanisms of action will be crucial for developing targeted and effective interventions. This will ultimately contribute to a more comprehensive understanding of obesity pathogenesis and facilitate the development of novel therapeutic strategies to combat this global health crisis.",Journal Article; Review,,,,,,,ok
