evidence_id,source_database,source_accession,source_url,title,abstract,publication_types,clinical_interventions,enrollment,phase,primary_outcomes,secondary_outcomes,arms,detail_status
EUROPEPMC:41075788,PubMed,41075788,https://europepmc.org/article/MED/41075788,Food- vs. supplement-based very-low-energy diets and gut microbiome composition in women with high body mass index: A randomized controlled trial.,"In a single-blind, two-arm, randomized controlled-feeding trial (May 2021-February 2022), 47 women (30-65 years, BMI 30-45 kg/m2) are randomized to either a food-based or a supplement-based very-low-energy diet (VLED: 800-900 kcal/d) for 3 weeks. The food-based VLED comprises pre-packaged meals (∼93% whole-food ingredients), while the supplement-based VLED comprises shakes, soups, bars, and desserts (∼70% industrial ingredients). The primary outcome is species-level alpha diversity (Shannon index). Secondary outcomes include species richness, beta diversity, taxonomic composition, functional potential, anthropometrics, serum biomarkers, mental health, sleep, and gastrointestinal symptoms. Modified intention-to-treat (mITT) analyses (n = 45) assess diet group × time interactions as beta coefficients (β) with 95% confidence intervals (CIs). A between-group differential change is observed for the Shannon index, with a greater increase in the food-based group (mITT β: 0.37, 95% CI: 0.15-0.60). The food-based group also shows greater species richness, smaller beta diversity shifts, and compositional changes preserving fiber-degrading, health-associated taxa.",Journal Article; Randomized Controlled Trial,,,,,,,ok
EUROPEPMC:41243448,PubMed,41243448,https://europepmc.org/article/MED/41243448,"2'-Fucosyllactose supplementation results in a transient improvement in gut microbial resilience after vancomycin use in adults with overweight or obesity: a randomized, double-blind, placebo-controlled intervention.","Antibiotic-induced perturbations of the gut microbiome can be long-lasting and potentially affect host metabolic health. Strategies supporting microbial resilience are needed to mitigate the negative impact of antibiotics. We investigated the potential of 2'-fucosyllactose (2'-FL) supplementation after vancomycin use in a double-blind placebo-controlled randomized intervention among adults with overweight/obesity. Participants received oral vancomycin for seven days followed by 2'-FL or placebo for eight weeks. At baseline, after vancomycin use and after supplementation, glucose tolerance, insulin sensitivity, plasma lipids, glucagon-like peptide 1, inflammatory cytokines, fecal short-chain fatty acids (SCFAs) and branched-chain fatty acids were analyzed. Gut microbial diversity, composition and resilience were analyzed using 16S rRNA gene sequencing. Vancomycin use decreased gut microbial richness and diversity and disrupted microbiota composition and fecal SCFA concentrations. 2'-FL improved gut microbial resilience compared to placebo (pTreatment*Time = 0.043) after two weeks of supplementation, but differences were no longer observed at the end of the intervention. Two-week 2'-FL supplementation also differentially impacted specific bacterial taxa. Eight-week 2'-FL supplementation decreased fasting plasma interleukin-6 (IL-6) concentrations (pTreatment*Time = 0.041). 2'-FL intake led to transient improvements in gut microbial resilience after vancomycin use, indicating its beneficial potential to limit antibiotic-induced perturbations. Subsequent effects on metabolic health were limited and require further study.",Journal Article; Randomized Controlled Trial,,,,,,,ok
PMID:40331097,PubMed,40331097,https://pubmed.ncbi.nlm.nih.gov/40331097/,Delites™ supplementation prevents metabolic syndrome onset and modulates gut microbiome in male Sprague Dawley rats fed on cholesterol- and fat-enriched diet: a randomized preclinical trial study.,"Metabolic syndrome (MetS) is a global health concern, characterized by a combination of dyslipidemia, insulin resistance, obesity, and hypertension, significantly increasing the risk of type 2 diabetes mellitus (T2DM) and cardiovascular diseases. Gut microbiota plays a pivotal role in MetS pathophysiology, with dysbiosis exacerbating metabolic impairments. Delites™, a supplement inspired by Traditional Chinese Medicine, has shown potential in modulating gut microbiota and mitigating MetS.; This study aimed to evaluate the effects of Delites™ supplementation on metabolic health and gut microbiota composition in male Sprague Dawley rats fed a cholesterol- and fat-enriched diet (CFED).; A randomized preclinical trial was conducted on 32 rats divided into four groups: control-normal, CFED, CFED+low-dose Delites™ (54 mg/kg), and CFED+high-dose Delites™ (108 mg/kg). Parameters including lipid profiles, enzymatic activity, molecular biomarkers, and gut microbiota composition were analyzed.; Delites™ significantly improved lipid profiles, reduced inflammation (TNF-α), enhanced anti-inflammatory markers (IL-10), and increased energy metabolism regulator PGC-1α. Gut microbiota modulation showed increased beneficial genera (Bifidobacterium, Lactobacillus) and reduced pathogenic Proteus, improving microbial diversity.; Delites™ supplementation effectively mitigates MetS through metabolic and microbiota modulation. These findings highlight its potential for precision medicine approaches to combat metabolic disorders. Further research is needed to explore its long-term effects and translational relevance in humans.",Journal Article,,,,,,,ok
PMID:36239189,PubMed,36239189,https://pubmed.ncbi.nlm.nih.gov/36239189/,"Effect of faecal microbial transplant via colonoscopy in patients with severe obesity and insulin resistance: A randomized double-blind, placebo-controlled Phase 2 trial.","To assess the effects of faecal microbial transplant (FMT) from lean people to subjects with obesity via colonoscopy.; In a double-blind, randomized controlled trial, subjects with a body mass index ≥ 35 kg/m2 and insulin resistance were randomized, in a 1:1 ratio in blocks of four, to either allogenic (from healthy lean donor; n = 15) or autologous FMT (their own stool; n = 13) delivered in the caecum and were followed for 3 months. The main outcome was homeostatic model assessment of insulin resistance (HOMA-IR) and secondary outcomes were glycated haemoglobin levels, lipid profile, weight, gut hormones, endotoxin, appetite measures, intestinal microbiome (IM), metagenome, serum/faecal metabolites, quality of life, anxiety and depression scores.; In the allogenic versus autologous groups, HOMA-IR and clinical variables did not change significantly, but IM and metabolites changed favourably (P < 0.05): at 1 month, Coprococcus, Bifidobacterium, Bacteroides and Roseburia increased, and Streptococcus decreased; at 3 months, Bacteroides and Blautia increased. Several species also changed significantly. For metabolites, at 1 month, serum kynurenine decreased and faecal indole acetic acid and butenylcarnitine increased, while at 3 months, serum isoleucine, leucine, decenoylcarnitine and faecal phenylacetic acid decreased. Metagenomic pathway representations and network analyses assessing relationships with clinical variables, metabolites and IM were significantly enhanced in the allogenic versus autologous groups. LDL and appetite measures improved in the allogenic (P < 0.05) but not in the autologous group.; Overall, in those with obeisty, allogenic FMT via colonoscopy induced favourable changes in IM, metabolites, pathway representations and networks even though other metabolic variables did not change. LDL and appetite variables may also benefit.","Randomized Controlled Trial; Clinical Trial, Phase II; Journal Article; Research Support, Non-U.S. Gov't",,,,,,,ok
NCT:NCT05428137,ClinicalTrials.gov,NCT05428137,https://clinicaltrials.gov/study/NCT05428137,Study of Safety and Efficacy of a Probiotic and Postbiotic in Overweight Individuals,,,Probiotic; Postbiotic; Placebo,180,NA,Change in visceral fat area,Change in body weight; Change in waist circumference; Change in body fat composition; Change in peripheral blood cholesterol; Change in serum insulin concentration; Change in peripheral blood glucose; Change in plasma leptin levels; Dietary survey; Microbiome analysis; Mood questionnaire,Probiotic; Postbiotic; Placebo,ok
NCT:NCT05440630,ClinicalTrials.gov,NCT05440630,https://clinicaltrials.gov/study/NCT05440630,Study of Efficacy of a Probiotic and Postbiotic in Overweight and Obese Individuals,,,Probiotics; Postbiotic; Placebo,0,NA,Change in abdominal/visceral fat area,Change in abdominal subcutaneous fat area; Change in body composition; Change in body weight; Change in BMI; Change in waist circumference; Change in hip circumference; Change in lipid profile; Change in systolic and diastolic blood pressure; Changes in glucose profile; Change in cortisol levels,Probiotic; Postbiotic; Placebo,ok
PMID:35592630,PubMed,35592630,https://pubmed.ncbi.nlm.nih.gov/35592630/,Beneficial Effects of a Low-Glycemic Diet on Serum Metabolites and Gut Microbiota in Obese Women With,"Generalized healthy eating patterns may not benefit everyone due to different genetics and enterotypes. We aimed to compare the effects of a low-glycemic diet representing the Korean traditional balanced diet (Low-GID) and westernized diet as a control diet (CD) on anthropometry, serum metabolites, and fecal bacteria in a randomized clinical trial according to enterotypes. We recruited 52 obese women aged 30-50 years, and they consumed Low-GID and CD meals for 1 month, with a 1-month washout period, in a crossover randomized clinical trial. The Low-GID was mainly composed of whole grains with fish, vegetables, seaweeds, and perilla oil, whereas CD contained refined rice, bread, noodles, meats, and processed foods. Serum lipid profiles, metabolomics, serum short-chain fatty acids, and fecal bacteria were analyzed. The important variables influenced by Low-GID and CD were determined by SHAP value in the XGBoost algorithm according to Bacteroides (ET-B) and Prevotella (ET-P). Low-GID and CD interventions did not change the enterotypes, but they modified serum metabolites and some fecal bacterial species differently according to enterotypes. The 10-fold cross-validation of the XGBoost classifier in the ET-P and ET-B clusters was 0.91 ± 0.04 and 0.8 ± 0.07, respectively. In the ET-P cluster, serum L-homocysteine, glutamate, leucine concentrations, and muscle mass were higher in the CD group than in the Low-GID group, whereas serum 3-hydroxybutyric acid concentration was significantly higher in the Low-GID group than in the CD group (p < 0.05). In fecal bacteria, Gemmiger formicilis, Collinsella aerofaciens, and Escherichia coli were higher in the CD group than in the Low-GID group. In the ET-B cohort, serum tryptophan and total cholesterol concentrations were higher in the CD group than in the Low-GID group, whereas serum glutathione and 3-hydroxybutyric acid concentrations were significantly higher in the Low-GID group than in the CD group (p < 0.05). However, Bifidobacterium longum was higher in CD than Low-GID in the ET-B cluster, but serum butyric acid levels were higher in the Low-GID than in the CD group. In conclusion, Low-GID can be recommended in obese women with both ET-P and ET-B enterotypes, although its efficacy was more effective in ET-P.; [https://cris.nih.go.kr/cris/search/detailSearch.do/17398], identifier [KCT0005340].",Journal Article,,,,,,,ok
PMID:33718754,PubMed,33718754,https://pubmed.ncbi.nlm.nih.gov/33718754/,Ingesting Yogurt Containing,"Chronic inflammation and insulin resistance are factors that are related to obesity. We have suggested that the administration of heat-treated Lactobacillus plantarum OLL2712 (OLL2712) cells can improve glucose and lipid metabolism by suppressing chronic inflammation in mouse models and a preliminary clinical study.; The aim of this study was to investigate whether ingesting OLL2712 cells can reduce body fat accumulation and improve metabolic risk factors, in overweight, healthy adults.; This study was a randomized, double-blind, placebo-controlled, parallel-group trial conducted at a single center in Japan. The study participants included 100 overweight (BMI range, ≥25 to <30 kg/m2) adults aged 20-64 y. They were randomly assigned to either the placebo or OLL2712 group (n = 50 each) and were administered conventional yogurt or yogurt containing >5 × 109 heat-treated OLL2712 cells, respectively, daily for 12 wk. The primary outcome was the 12-wk change in the abdominal fat area, as assessed by computed tomography, and the secondary outcomes were glucose and lipid metabolism-related parameters and chronic inflammation markers, which were analyzed using a linear mixed model.; The 12-wk change of abdominal fat area (difference: 8.5 cm2; 95% CI: 0.3, 16.6 cm2; P = 0.040) and fasting plasma glucose (difference: 3.2 mg/dL; 95% CI: 0.8, 5.6 mg/dL; P = 0.021) were significantly less in the OLL2712 group than the placebo group. The overall trend of serum IL-6 was significantly decreased in the OLL2712 group compared with baseline and the placebo group.; The ingestion of heat-treated OLL2712 cells reduces body fat accumulation and the deterioration of glycemic control and chronic inflammation, in overweight, healthy adults. We hypothesize that OLL2712 cells may prevent obesity by regulating chronic inflammation. This trial was registered at the University Hospital Medical Information Network Clinical Trials Registry as UMIN000027709.",Journal Article,,,,,,,ok
PMID:34229263,PubMed,34229263,https://pubmed.ncbi.nlm.nih.gov/34229263/,"Supplementation with Bifidobacterium breve BR03 and B632 strains improved insulin sensitivity in children and adolescents with obesity in a cross-over, randomized double-blind placebo-controlled trial.","Variations in gut microbiota might impact metabolism leading to body weight excess. We assessed the impact of a probiotic supplementation in pediatric obesity on weight, metabolic alterations, selected gut microbial groups, and functionality.; Cross-over, double-blind, randomized control trial (BIFI-OBESE trial; NCT03261466). 101 youths (6-18 years, Tanner stage ≥2) with obesity and insulin-resistance on diet were randomized to 2 × 109 CFU/AFU/day of Bifidobacterium breve BR03 (DSM 16604) and B. breve B632 (DSM 24706) (51) or placebo (50) for 8 weeks with a 4-weeks wash-out period.; All subjects (M/F 54/47) completed the first 8 weeks, and 82 (M/F 43/39) the last part without adverse events. Mixed-effects models revealed a carry-over effect on many variables in the entire study, narrowing the analysis to the first 8 weeks before the wash-out periods. All subjects improved metabolic parameters, and decreased weight and Escherichia coli counts. Probiotics improved insulin sensitivity at fasting (QUICKI, 0.013 CI95%0.0-0.03) and during OGTT (ISI, 0.654 CI95%-0.11-1.41). Cytokines, GLP1, and target microbial counts did not vary. Of 25 SCFAs, acetic acid and acetic acid pentyl-ester relative abundance remained stable in the probiotics, while increased in the placebo (p < 0.02). A signature of five butanoic esters identified three clusters, one of them had better glucose responses during probiotics.; An 8 weeks treatment with B. breve BR03 and B632 had beneficial effects on insulin sensitivity in youths with obesity. Microbiota functionality could influence metabolic answers to probiotics. Long-term studies to confirm and enrich our findings are justified. Tailored probiotic treatments could be an additional strategy for obesity.; NCT03261466.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
PMID:31987116,PubMed,31987116,https://pubmed.ncbi.nlm.nih.gov/31987116/,"Effect of a low energy diet, containing a high protein, probiotic condensed yogurt, on biochemical and anthropometric measurements among women with overweight/obesity: A randomised controlled trial.","The aim of this study was to determine the effect of low energy diet containing condensed processed yogurt (Kashk), as a high protein, calcium and probiotic enriched product, on glycemic control, lipid profile, anthropometric measurements and blood pressure among women with overweight/obesity.; 70 women with overweight/obesity were randomly assigned to receive either a low energy diet contained 50 g of Kashk (intervention group) or a low energy diet without Kashk (control group) for 8 weeks. Anthropometric, blood pressure and biochemical measurements were obtained before and after the intervention.; Between-group comparisons showed that the intervention group significantly decreased triglycerides (P = 0.013) and low density lipoprotein cholesterol (P = 0.049) levels relative to the control group. Significantly greater reductions in body mass index (P = 0.018), fat percent (P = 0.037) and waist circumference (P = 0.047) were observed in the intervention group compared to control. Within-group comparisons revealed significant reductions in systolic blood pressure (P = 0.035) and weight (P = 0.005) in the intervention group.; Long-term consumption of Kashk, as a high protein and calcium product enriched with probiotic that is accompanied by a low energy diet, might have beneficial effects on anthropometric and biochemical indices, though more cross-over and parallel blinded trials with placebo groups are needed to confirm these results. (The clinical trial registration number is IRCT2013042913163N1).","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
PMID:30967436,PubMed,30967436,https://pubmed.ncbi.nlm.nih.gov/30967436/,"Efficacy of Fish Oil and/or Probiotic Intervention on the Incidence of Gestational Diabetes Mellitus in an At-Risk Group of Overweight and Obese Women: A Randomized, Placebo-Controlled, Double-Blind Clinical Trial.","To assess whether the risk of gestational diabetes mellitus (GDM) may be lowered and glucose metabolism improved by daily administration of fish oil and/or probiotic supplements in overweight and obese pregnant women.; We randomized in a double-blind manner 439 women (mean 13.9 ± 2.1 gestational weeks [gw]) into four intervention groups: fish oil + placebo, probiotics + placebo, fish oil + probiotics, and placebo + placebo. Fish oil (1.9 g docosahexaenoic acid and 0.22 g eicosapentaenoic acid) and probiotic supplements (Lactobacillus rhamnosus HN001 and Bifidobacterium animalis ssp. lactis 420, 1010 colony-forming units each) were provided for daily consumption from randomization beyond delivery. Primary outcomes were the incidence of GDM diagnosed with oral glucose tolerance test targeted at 24-28 gw and the change in fasting glucose between randomization and late pregnancy (mean 35.2 ± 0.9 gw). Insulin concentration, insulin resistance HOMA2-IR index, and pregnancy outcomes were determined, as were adverse effects related to the intervention. Analyses were by intent to treat.; No differences were found among the intervention groups in the maternal and neonatal pregnancy outcomes or side effects related to the intervention (P > 0.05). The proportion of women with GDM (94 of 377; fish oil + placebo, 23 of 96, 24.0%; probiotics + placebo, 25 of 99, 25.3%; fish oil + probiotics, 26 of 91, 28.6%; and placebo + placebo, 20 of 91, 22.0%) and the change in glucose, insulin, or HOMA2-IR (n = 364) did not differ among the intervention groups (P > 0.11 for all comparisons).; An intervention with fish oil and/or probiotics during pregnancy seemed to be both safe and well tolerated but conferred no benefits in lowering the risk of GDM or improving glucose metabolism in overweight and obese women.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
NCT:NCT04293731,ClinicalTrials.gov,NCT04293731,https://clinicaltrials.gov/study/NCT04293731,Smectite Gel and Probiotic for Obesity and Insulin Resistance,,,Symbiter-Smectite; Placebo,55,NA,HOMA-2IR; insulin sensitivity (%S),HbA1c; fasting plasma glucose (FPG); β-cell function (%B); C-peptide; weight; waist circumferences (WC); body mass index (BMI); cytokines levels,Symbiter-Smectite; Placebo,ok
NCT:NCT02962583,ClinicalTrials.gov,NCT02962583,https://clinicaltrials.gov/study/NCT02962583,The Addition of Probiotic Consumption to a Nutritional Intervention and Caloric Restriction on Body Weight and Composition in Overweight Participants,,,Weight loss; Probiotic Formula; Placebos,152,PHASE2,Change from Baseline body weight at 12 weeks,Change from Baseline BMI at 12 weeks; Change from Baseline waist circumference data at 12 weeks; Change from Baseline sagittal abdominal diameter data at 12 weeks; Change from Baseline body composition at 12 weeks; Change from Baseline stress level at 12 weeks; Change from Baseline anxiety level at 12 weeks; Change from Baseline depression symptoms at 12 weeks; Change from Baseline sleeping habits at 12 weeks; Change from Baseline intestinal microbiota composition at 12 weeks; Change from Baseline C-reactive protein at 12 weeks; Change from Baseline TNF-a at 12 weeks; Change from Baseline interleukin-6 at 12 weeks; Change from Baseline lipopolysaccharide (LPS) at 12 weeks,Probiotic; Placebo,ok
PMID:26134388,PubMed,26134388,https://pubmed.ncbi.nlm.nih.gov/26134388/,Dietary modulation of the gut microbiota--a randomised controlled trial in obese postmenopausal women.,"The gut microbiota has been implicated in obesity and its progression towards metabolic disease. Dietary interventions that target the gut microbiota have been suggested to improve metabolic health. The aim of the present study was to investigate the effect of interventions with Lactobacillus paracasei F19 or flaxseed mucilage on the gut microbiota and metabolic risk markers in obesity. A total of fifty-eight obese postmenopausal women were randomised to a single-blinded, parallel-group intervention of 6-week duration, with a daily intake of either L. paracasei F19 (9.4 × 1010 colony-forming units), flaxseed mucilage (10 g) or placebo. Quantitative metagenomic analysis of faecal DNA was performed to identify the changes in the gut microbiota. Diet-induced changes in metabolic markers were explored using adjusted linear regression models. The intake of flaxseed mucilage over 6 weeks led to a reduction in serum C-peptide and insulin release during an oral glucose tolerance test (P< 0.05) and improved insulin sensitivity measured by Matsuda index (P< 0.05). Comparison of gut microbiota composition at baseline and after 6 weeks of intervention with flaxseed mucilage showed alterations in abundance of thirty-three metagenomic species (P< 0.01), including decreased relative abundance of eight Faecalibacterium species. These changes in the microbiota could not explain the effect of flaxseed mucilage on insulin sensitivity. The intake of L. paracasei F19 did not modulate metabolic markers compared with placebo. In conclusion, flaxseed mucilage improves insulin sensitivity and alters the gut microbiota; however, the improvement in insulin sensitivity was not mediated by the observed changes in relative abundance of bacterial species.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
PMID:24120179,PubMed,24120179,https://pubmed.ncbi.nlm.nih.gov/24120179/,Hypocaloric diet supplemented with probiotic cheese improves body mass index and blood pressure indices of obese hypertensive patients--a randomized double-blind placebo-controlled pilot study.,"Gut lactobacilli can affect the metabolic functions of healthy humans. We tested whether a 1500 kcal/d diet supplemented with cheese containing the probiotic Lactobacillus plantarum TENSIA (Deutsche Sammlung für Mikroorganismen, DSM 21380) could reduce some symptoms of metabolic syndrome in Russian adults with obesity and hypertension.; In this 3-week, randomized, double-blind, placebo-controlled, parallel pilot study, 25 subjects ingested probiotic cheese and 15 ingested control cheese. Fifty grams of each cheese provided 175 kcal of energy. Blood pressure (BP), anthropometric characteristics, markers of liver and kidney function, metabolic indices (plasma glucose, lipids, and cholesterol), and urine polyamines were measured. Counts of fecal lactobacilli and L. plantarum TENSIA were evaluated using molecular methods. The data were analyzed by t-test for independent samples and Spearman's partial correlation analysis.; The probiotic L. plantarum TENSIA was present in variable amounts (529.6 ± 232.5 gene copies) in 16/25 (64%) study subjects. Body mass index (BMI) was significantly reduced (p = 0.031) in the probiotic cheese group versus the control cheese group. The changes in BMI were closely associated with the water content of the body (r = 0.570, p = 0.0007) when adjusted for sex and age. Higher values of intestinal lactobacilli after probiotic cheese consumption were associated with higher BMI (r = 0.383, p = 0.0305) and urinary putrescine content (r = 0.475, p = 0.006). In patients simultaneously treated with BP-lowering drugs, similar reductions of BP were observed in both groups. A positive association was detected between TENSIA colonization and the extent of change of morning diastolic BP (r = 0.617, p = 0.0248) and a trend toward lower values of morning systolic BP (r = -0.527, p = 0.0640) at the end of the study after adjusting for BMI, age, and sex.; In a pilot study of obese hypertensive patients, a hypocaloric diet supplemented with a probiotic cheese helps to reduce BMI and arterial BP values, recognized symptoms of metabolic syndrome.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
EUROPEPMC:41657363,PubMed,41657363,https://europepmc.org/article/MED/41657363,Subgingival microbiome and adjunctive use of probiotics in the treatment of periodontitis in patients with diabetes: a secondary analysis of a randomized clinical trial.,"Adjunctive therapies have been proposed to enhance periodontal outcomes by modulating the subgingival microbiome. However, the microbiological effects of probiotic supplementation in diabetic patients with periodontitis remain unclear, particularly when assessed using high-resolution sequencing methods.; To evaluate the effect of a Limosilactobacillus reuteri as an adjunct to subgingival instrumentation on the subgingival microbiome in the treatment of periodontitis in patients with diabetes.; This was a secondary analysis of a randomized, triple-blind, placebo-controlled clinical trial. Forty patients with stage II-III periodontitis and diabetes received subgingival instrumentation and either L. reuteri lozenges (n = 19) or placebo (n = 21) for 3 months. Subgingival samples were collected at baseline, 3, and 6 months. The V3-V4 region of the 16S rRNA gene was sequenced and analyzed using QIIME2. Alpha diversity was analyzed with mixed-effects models, beta diversity with PERMANOVA, and differential abundance with linear models.; A total of 116 high-quality samples were included. Alpha and beta diversity metrics did not show significant differences between groups or across time points. L. reuteri was detected inconsistently in the subgingival microbiome, with low relative abundances and no sustained presence over time. No bacterial species exhibited significant changes in differential abundance between the probiotic and placebo groups over time.; Adjunctive L. reuteri supplementation did not significantly alter subgingival microbiome diversity or composition over 6 months.",Journal Article,,,,,,,ok
EUROPEPMC:41978077,PubMed,41978077,https://europepmc.org/article/MED/41978077,"Modulation of Glucose Homeostasis, Metabolic Endotoxemia and Circulating Short-Chain Fatty Acids Following Multi-Species Probiotic Supplementation: Findings from a 12-Week Randomised Placebo-Controlled Trial.","Background: Altered gut microbiota and gut-derived inflammation impair glucose regulation and promote metabolic endotoxemia, yet evidence on probiotic effects across combined glycaemic, inflammatory and short-chain fatty acid (SCFA) outcomes remains limited. This study investigated the effects of a 12-week multi-species probiotic on glucose homeostasis, incretin hormones, inflammatory biomarkers and circulating SCFAs in adults with subthreshold depression. Methods: In a 12-week double-blind, randomised, placebo-controlled trial, 39 adults with subthreshold depression were allocated to either a probiotic supplement containing Limosilactobacillus fermentum LF16, Lacticaseibacillus rhamnosus LR06, Lactiplantibacillus plantarum LP01 and Bifidobacterium longum 04 (n = 19) or placebo (n = 20). Fasting glucose, insulin, HOMA-IR, glucose-dependent insulinotropic peptide (GIP), high-sensitivity C-reactive protein (hs-CRP), lipopolysaccharide-binding protein (LBP), soluble CD14 (sCD14) and SCFAs were evaluated at three time points: baseline, week 6 and week 12. Between-group and treatment × time effects were analysed using general linear models. Results: Probiotic supplementation significantly reduced fasting glucose at 12 weeks compared with placebo (-1.8 vs. 0.1 mmol/L; p = 0.036). In the probiotic group, greater reductions in GIP (p = 0.012; p = 0.037), LBP (p < 0.001), sCD14 (p = 0.002; p = 0.001) and hs-CRP (p = 0.047) were also observed compared with placebo. Plasma SCFA concentrations remained largely unchanged, with no significant treatment × time interactions, except for higher valerate levels at 12 weeks in the probiotic group (p = 0.019). Conclusions: Twelve weeks of multi-species probiotic supplementation improved fasting glucose, reduced incretin and inflammatory biomarkers and attenuated metabolic endotoxemia, without alterations in circulating SCFAs. These findings support beneficial modulation of metabolic-immune pathways and highlight the promising role of probiotics to enhance glucose regulation and systemic inflammatory tone in adults with subthreshold depression.",Journal Article; Randomized Controlled Trial,,,,,,,ok
EUROPEPMC:39857760,PubMed,39857760,https://europepmc.org/article/MED/39857760,"The Effect of Prebiotics, Alone or as Part of Synbiotics, on Cardiometabolic Parameters in Women with Polycystic Ovary Syndrome: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.","Background/Objectives: This systematic review and meta-analysis aimed to investigate the effect of prebiotics, alone or as part of synbiotics, on cardiometabolic parameters in polycystic ovary syndrome (PCOS) women. Methods: Databases, including PubMed, Scopus, ISI Web of Science, Embase, and the Cochrane Central Register of Controlled Trials, were searched for relevant randomized-controlled trials (RCTs) until 12 December 2024. Changes in mean ± standard deviations were extracted and combined using a random-effects model. Bias was assessed using Cochrane risk of bias and evidence quality with GRADE. Results: Twenty RCTs with 1271 participants were included. Results showed high-quality evidence supporting prebiotics' effects, alone or as part of synbiotics, in reducing body-mass index [n = 853; weighted-mean difference (WMD): -0.510, 95%CI: -0.669, -0.351 kg/m2] and diastolic blood pressure (WMD: -2.218, 95%CI: -4.425, -0.010 mmHg), moderate-quality evidence for weight, waist-to-hip ratio, and triglycerides improvements, and low or very-low-quality evidence for waist circumference (WC), fat mass, fasting plasma glucose, fasting insulin, low-density lipoprotein (LDL), total cholesterol (TC), high sensitive-C reactive protein, total testosterone, follicle-stimulating hormone and free androgen index improvements. Subgroup analyses revealed possible reduction in LDL with prebiotics, as well as possible decreases in WC, TC, and total testosterone with synbiotics. Dietary approaches to stop hypertension diet improved insulin sensitivity. Conclusions: This study suggests that prebiotics may beneficially affect several cardiometabolic parameters in PCOS women. Approximately one-third of the results were based on moderate-to-high-quality evidence. This study highlights the need for future well-designed, larger RCTs with longer treatment duration to strengthen the evidence base and guide clinical decision-making.",Journal Article; Review,,,,,,,ok
NCT:NCT06765057,ClinicalTrials.gov,NCT06765057,https://clinicaltrials.gov/study/NCT06765057,"Effect of Probiotics ""Psychobiotics"" on Depression and Metabolic Syndrome in Saudi Arabia",,,Winclove's Ecologic® Barrier Probiotics; Winclove's Ecologic® Barrier Probiotics Placebo,60,PHASE2; PHASE3,Psychological Assessment (depression1); Psychological Assessment (depression2); Psychological Assessment (Anxiety); Anthropometric Measurements; Metabolic Syndrome Components (Waist circumference); Metabolic Syndrome Components (Medical Assessments/ Laboratory Tests); Metabolic Syndrome Components (Medical Assessments/ Blood Pressure),,Winclove's Ecologic® Barrier Probiotics; Control,ok
EUROPEPMC:39385189,PubMed,39385189,https://europepmc.org/article/MED/39385189,"Effects of synbiotic supplementation on the components of metabolic syndrome in patients with schizophrenia: a randomized, double-blind, placebo-controlled trial.","Antipsychotic drugs may have adverse effects on the components of metabolic syndrome. Previous studies have shown that changes in the intestinal microbiome are associated with metabolic disturbances in patients with schizophrenia. The objective of this study was to determine the effects of synbiotics on the components of metabolic syndrome as primary outcomes in patients with schizophrenia. Secondary outcomes were HbA1c, insulin resistance, LDL-c, and anthropometric measurements.; In this double-blind, placebo-controlled trial, seventy patients with schizophrenia receiving antipsychotic drugs who had at least two criteria of metabolic syndrome were randomly divided into two groups to receive either two capsules of a synbiotic supplement or a placebo daily for 8 weeks. Anthropometric indices and biochemical parameters were measured at baseline and after the intervention.; Fifty-five patients completed the study. The synbiotic supplement significantly decreased waist circumference and HbA1C compared to placebo (-2.66 ± 4.20 vs. 3.03 ± 4.50 and - 0.26 ± 0.54 vs. 0.20 ± 0.75, respectively). Although BMI did not change significantly in the synbiotic + antipsychotic group, it increased in the placebo + antipsychotic group (-0.37 ± 1.00 vs. 0.61 ± 1.09 P < 0.5). LDL-c and triglyceride (TG) levels decreased significantly in the synbiotic + antipsychotic group, but the change was not significantly different from that of the placebo + antipsychotic group. FBS, HDL-c, systolic and diastolic blood pressure, insulin resistance, and total cholesterol were not significantly different between the two groups after intervention.; Synbiotic supplement may decrease waist circumference, HbA1c, LDL and TG and prevent BMI increase in patients receiving antipsychotic drugs.; Iranian Registry of Clinical Trials (IRCT Number: IRCT20090901002394N45), Date: 26-12-2019.","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",,,,,,,ok
