evidence_id,source_database,source_accession,doi,pmid,title,year,evidence_type,priority,relevance_score,study_tag,intervention_type_hint,taxa_hint,outcome_hint,needs_manual_review,source_url,queue_rank,queue_reason
EUROPEPMC:42120725,PubMed,42120725,10.1038/s41591-026-04394-7,42120725,Pasteurized Akkermansia muciniphila Muc<sup>T</sup> for weight loss maintenance in people with overweight and obesity: a controlled randomized trial.,2026,literature,high,2,randomized_controlled_trial,,Akkermansia,weight,true,https://europepmc.org/article/MED/42120725,16,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Akkermansia; outcomes=weight
NCT:NCT07507929,ClinicalTrials.gov,NCT07507929,,,Probiotic for Weight Management in Overweight and Obese Adults,2026,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,true,https://clinicaltrials.gov/study/NCT07507929,17,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07517757,ClinicalTrials.gov,NCT07517757,,,Dietary Strategies for the Treatment of Fibromyalgia in Overweight and Obese Patients,2026,clinical_trial,high,2,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT07517757,18,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07559227,ClinicalTrials.gov,NCT07559227,,,"Gut, Immune, and Vascular Health in Metabolically Healthy Obesity",2026,clinical_trial,high,2,clinical_trial_registry,,,glucose,true,https://clinicaltrials.gov/study/NCT07559227,19,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose
NCT:NCT07593170,ClinicalTrials.gov,NCT07593170,,,AKK Study in Improving Obesity and Metabolic Status in Children and Adolescents,2026,clinical_trial,high,2,clinical_trial_registry,,,glucose,true,https://clinicaltrials.gov/study/NCT07593170,20,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose
EUROPEPMC:41455007,PubMed,41455007,10.1007/s12602-025-10885-9,41455007,"Bifidobacterium Breve BBr60 Improves Obesity Via the Gut Microbiota-Short-Chain Fatty Acid-IL-27/GLP-1 Axis: Evidence from a Randomized, Double-Blind, Placebo-Controlled Trial.",2025,literature,high,2,randomized_controlled_trial,,Bifidobacterium,microbiome,true,https://europepmc.org/article/MED/41455007,21,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=microbiome
NCT:NCT06780007,ClinicalTrials.gov,NCT06780007,,,Weight Loss Effect of Akkermansia Muciniphila in Obese Patients,2025,clinical_trial,high,2,clinical_trial_registry,,Akkermansia,weight,true,https://clinicaltrials.gov/study/NCT06780007,22,priority=high; relevance=2; study_tag=clinical_trial_registry; taxa=Akkermansia; outcomes=weight
NCT:NCT07515443,ClinicalTrials.gov,NCT07515443,,,The Effects of a Commercially Available Synbiotic on the Gut Microbiome and Cardiometabolic Health: A Randomized Double-Blind Placebo-Controlled Trial,2025,clinical_trial,high,2,randomized_controlled_trial,synbiotic,,glucose;microbiome,true,https://clinicaltrials.gov/study/NCT07515443,23,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose;microbiome
EUROPEPMC:38072119,PubMed,38072119,10.1016/j.advnut.2023.100162,38072119,Effect of Probiotic Supplementation on Intestinal Permeability in Overweight and Obesity: A Systematic Review of Randomized Controlled Trials and Animal Studies.,2024,literature,high,2,meta_analysis_or_systematic_review,probiotic,,weight,true,https://europepmc.org/article/MED/38072119,24,priority=high; relevance=2; study_tag=meta_analysis_or_systematic_review; outcomes=weight
NCT:NCT06305650,ClinicalTrials.gov,NCT06305650,,,Probiotic Influence on Obesity-Related Lipidemia,2024,clinical_trial,high,2,clinical_trial_registry,probiotic,,lipid,true,https://clinicaltrials.gov/study/NCT06305650,25,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=lipid
PMID:38999802,PubMed,38999802,10.3390/nu16132055,38999802,"Preoperative Multistrain Probiotic Supplementation Does Not Affect Body Weight Changes or Cardiometabolic Risk Factors in Bariatrics: Randomized, Double-Blind, Placebo-Controlled Clinical Trial.",2024,literature,high,2,randomized_controlled_trial,probiotic,,weight;glucose,true,https://pubmed.ncbi.nlm.nih.gov/38999802/,26,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight;glucose
NCT:NCT05908474,ClinicalTrials.gov,NCT05908474,,,"The Effects of io Fibrewater Supplementation on Gut Health, Immunity and Metabolism in Overweight Adults",2023,clinical_trial,high,2,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT05908474,27,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT06030999,ClinicalTrials.gov,NCT06030999,,,The Prevention And Treatment On Obesity And Weight Management By Oral Supplementation Of Probiotics And Prebiotics,2023,clinical_trial,high,2,clinical_trial_registry,probiotic;prebiotic,,weight,true,https://clinicaltrials.gov/study/NCT06030999,28,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT06035718,ClinicalTrials.gov,NCT06035718,,,Effect of Transcranial Direct Current Stimulation (tDCS) and Probiotic Supplementation in Overweight Adults,2023,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,true,https://clinicaltrials.gov/study/NCT06035718,29,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT07448220,ClinicalTrials.gov,NCT07448220,,,Study on the Efficacy of Probiotics in the Treatment of Childhood Obesity and Their Effects on Gut Microbiota,2023,clinical_trial,high,2,clinical_trial_registry,probiotic,,microbiome,true,https://clinicaltrials.gov/study/NCT07448220,30,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=microbiome
NCT:NCT07452757,ClinicalTrials.gov,NCT07452757,,,To Evaluate Efficacy and Safety of Proprietary Healthy Diet Combinations for Weight Management in Overweight Volunteers,2023,clinical_trial,high,2,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT07452757,31,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT05002153,ClinicalTrials.gov,NCT05002153,,,The Role of Microbiome in Recurrent Obesity,2022,clinical_trial,high,2,clinical_trial_registry,,,microbiome,true,https://clinicaltrials.gov/study/NCT05002153,32,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=microbiome
PMID:36435795,PubMed,36435795,10.1186/s13063-022-06922-5,36435795,"The effect of ""moderately restricted carbohydrate"" diet on gut microbiota composition and metabolic parameters in women with metabolic syndrome: a study protocol for a randomized controlled trial.",2022,literature,high,2,randomized_controlled_trial,,,glucose;microbiome,true,https://pubmed.ncbi.nlm.nih.gov/36435795/,33,priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=glucose;microbiome
EUROPEPMC:35126309,PubMed,35126309,10.3389/fendo.2021.790046,35126309,"Efficacy and Safety of <i>Lactobacillus plantarum</i> K50 on Lipids in Koreans With Obesity: A Randomized, Double-Blind Controlled Clinical Trial.",2021,literature,high,2,randomized_controlled_trial,,Lactobacillus,lipid,true,https://europepmc.org/article/MED/35126309,34,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=lipid
NCT:NCT05459909,ClinicalTrials.gov,NCT05459909,,,The Effect of Synbiotic and Diet Modification Among Overweight or Obese Hong Kong Chinese,2020,clinical_trial,high,2,clinical_trial_registry,synbiotic,,weight,true,https://clinicaltrials.gov/study/NCT05459909,35,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT03749291,ClinicalTrials.gov,NCT03749291,,,Motivational Intervention on the Gut Microbiota of Obese Children,2019,clinical_trial,high,2,clinical_trial_registry,,,microbiome,true,https://clinicaltrials.gov/study/NCT03749291,36,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=microbiome
NCT:NCT05664321,ClinicalTrials.gov,NCT05664321,,,Influence of Adiposity and Other Factors on the Gut Microbiota Composition,2019,clinical_trial,high,2,clinical_trial_registry,,,microbiome,true,https://clinicaltrials.gov/study/NCT05664321,37,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=microbiome
NCT:NCT04201938,ClinicalTrials.gov,NCT04201938,,,Effect of Probiotic Co-administration With Omega-3 Fatty Acids on Obesity Parameters and Insulin Resistance,2018,clinical_trial,high,2,clinical_trial_registry,probiotic,,glucose,true,https://clinicaltrials.gov/study/NCT04201938,38,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose
PMID:29688793,PubMed,29688793,10.1089/jmf.2017.3937,29688793,"Lactobacillus gasseri BNR17 Supplementation Reduces the Visceral Fat Accumulation and Waist Circumference in Obese Adults: A Randomized, Double-Blind, Placebo-Controlled Trial.",2018,literature,high,2,randomized_controlled_trial,,Lactobacillus,waist,true,https://pubmed.ncbi.nlm.nih.gov/29688793/,39,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=waist
NCT:NCT02958644,ClinicalTrials.gov,NCT02958644,,,Effect of Synbiotic Supplement on the Body Mass Index of Participants With Severe Obesity,2017,clinical_trial,high,2,clinical_trial_registry,synbiotic,,BMI,true,https://clinicaltrials.gov/study/NCT02958644,40,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=BMI
NCT:NCT03135041,ClinicalTrials.gov,NCT03135041,,,The Effect of Prebiotic Fibres on Weight Loss in an Overweight and Obese Population,2017,clinical_trial,high,2,clinical_trial_registry,prebiotic,,weight,true,https://clinicaltrials.gov/study/NCT03135041,41,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT03266055,ClinicalTrials.gov,NCT03266055,,,Effects of Blueberry on Gut Microbiota and Metabolic Syndrome,2017,clinical_trial,high,2,clinical_trial_registry,,,glucose;microbiome,true,https://clinicaltrials.gov/study/NCT03266055,42,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose;microbiome
NCT:NCT03287726,ClinicalTrials.gov,NCT03287726,,,What is the Impact of Probiotics on Weight Loss Maintenance in Individuals With Obesity?,2017,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,true,https://clinicaltrials.gov/study/NCT03287726,43,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT03883191,ClinicalTrials.gov,NCT03883191,,,Effect of a Three Combined Probiotics Supplementation on Weight Loss in Obese/Overweight Children,2017,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight,true,https://clinicaltrials.gov/study/NCT03883191,44,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
NCT:NCT02127125,ClinicalTrials.gov,NCT02127125,,,Mechanism of Microbiome-induced Insulin Resistance in Humans (Aim2),2014,clinical_trial,high,2,clinical_trial_registry,,,glucose;microbiome,true,https://clinicaltrials.gov/study/NCT02127125,45,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose;microbiome
NCT:NCT01870544,ClinicalTrials.gov,NCT01870544,,,"Does Weight Loss Surgery and Probiotic Supplementation Lead to a ""Lean"" Gut Microbiota?",2013,clinical_trial,high,2,clinical_trial_registry,probiotic,,weight;microbiome,true,https://clinicaltrials.gov/study/NCT01870544,46,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight;microbiome
PMID:23560206,PubMed,23560206,10.4082/kjfm.2013.34.2.80,23560206,"Effect of Lactobacillus gasseri BNR17 on Overweight and Obese Adults: A Randomized, Double-Blind Clinical Trial.",2013,literature,high,2,randomized_controlled_trial,,Lactobacillus,weight,true,https://pubmed.ncbi.nlm.nih.gov/23560206/,47,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=weight
NCT:NCT01650025,ClinicalTrials.gov,NCT01650025,,,"Effects of VSL#3 on Metabolic, Endocrine, Lipidomic and Inflammatory Parameters of Pediatric Patients With BMI>90°",2012,clinical_trial,high,2,clinical_trial_registry,,,BMI;lipid;glucose,true,https://clinicaltrials.gov/study/NCT01650025,48,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=BMI;lipid;glucose
PMID:20216555,PubMed,20216555,10.1038/ejcn.2010.19,20216555,Regulation of abdominal adiposity by probiotics (Lactobacillus gasseri SBT2055) in adults with obese tendencies in a randomized controlled trial.,2010,literature,high,2,randomized_controlled_trial,probiotic,Lactobacillus,,true,https://pubmed.ncbi.nlm.nih.gov/20216555/,49,priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus
NCT:NCT00522353,ClinicalTrials.gov,NCT00522353,,,Prebiotic Fiber as a Modifier of Satiety Hormones and Body Weight in Overweight and Obese Adults,2007,clinical_trial,high,2,clinical_trial_registry,prebiotic,,weight,true,https://clinicaltrials.gov/study/NCT00522353,50,priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight
EUROPEPMC:10.21203/rs.3.rs-8449196/v1,publisher supplementary data,10.21203/rs.3.rs-8449196/v1,10.21203/rs.3.rs-8449196/v1,,"Probiotic Effect on Quality of Life, Bowel Habits and Weight Loss after Different Types of Bariatric Surgeries, a Randomized Controlled Trial",2026,literature,high,1,randomized_controlled_trial,probiotic,,weight,true,,51,priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=weight
EUROPEPMC:41612500,PubMed,41612500,10.1186/s40001-026-03901-3,41612500,Multi-strain synbiotic and lifestyle modifications on patients with metabolic dysfunction-associated steatotic liver disease (MASLD): a randomized double-blinded placebo-controlled trial.,2026,literature,high,1,randomized_controlled_trial,synbiotic,,glucose,true,https://europepmc.org/article/MED/41612500,52,priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose
EUROPEPMC:41736436,PubMed,41736436,10.19852/j.cnki.jtcm.2026.01.019,41736436,Combined acupuncture and herb treatment improves intestinal flora inabdominally obese subjects based on 16s rRNA sequencing: a randomized controlled trial.,2026,literature,high,1,randomized_controlled_trial,,,,true,https://europepmc.org/article/MED/41736436,53,priority=high; relevance=1; study_tag=randomized_controlled_trial
EUROPEPMC:41924306,PubMed,41924306,10.1080/29933935.2026.2622259,41924306,"Oleoylethanolamide supplementation enriches Akkermansia muciniphila and modulates intestinal barrier function in adults with obesity: A randomized, double-blind, placebo-controlled trial.",2026,literature,high,1,randomized_controlled_trial,,Akkermansia,,true,https://europepmc.org/article/MED/41924306,54,priority=high; relevance=1; study_tag=randomized_controlled_trial; taxa=Akkermansia
NCT:NCT07386795,ClinicalTrials.gov,NCT07386795,,,The Efficacy and Safety of Microbiota Transplantation Combined With Prebiotics for Treatment of Functional Constipation,2026,clinical_trial,high,1,clinical_trial_registry,prebiotic,,microbiome,true,https://clinicaltrials.gov/study/NCT07386795,55,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome
EUROPEPMC:40951500,PubMed,40951500,10.52225/narra.v5i2.1562,40951500,Probiotic <i>Lactobacillus</i> sp. as a strategy for modulation of non-comorbid obesity: A systematic meta-analysis and GRADE assessment of randomized controlled trials.,2025,literature,high,1,meta_analysis_or_systematic_review,probiotic,Lactobacillus,,true,https://europepmc.org/article/MED/40951500,56,priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; taxa=Lactobacillus
EUROPEPMC:41413231,PubMed,41413231,10.1038/s41387-025-00408-4,41413231,"The promising effects of a multi-species synbiotic preparation on metabolic profile in elderly patients with type 2 diabetes and high cardiovascular risk: a randomized, triple-blind, placebo-controlled trial.",2025,literature,high,1,randomized_controlled_trial,synbiotic,,glucose,true,https://europepmc.org/article/MED/41413231,57,priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose
NCT:NCT05802121,ClinicalTrials.gov,NCT05802121,,,Akkermansia Muciniphilia and Metabolic Side Effects of ADT,2025,clinical_trial,high,1,clinical_trial_registry,,Akkermansia,glucose,true,https://clinicaltrials.gov/study/NCT05802121,58,priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Akkermansia; outcomes=glucose
NCT:NCT06823557,ClinicalTrials.gov,NCT06823557,,,Investigation of the Mechanisms of the Gut-brain Axis in Binge Eating and Obesity.,2025,clinical_trial,high,1,clinical_trial_registry,,,,true,https://clinicaltrials.gov/study/NCT06823557,59,priority=high; relevance=1; study_tag=clinical_trial_registry
NCT:NCT06901440,ClinicalTrials.gov,NCT06901440,,,Bariatric Surgery for Obesity,2025,clinical_trial,high,1,clinical_trial_registry,,,,true,https://clinicaltrials.gov/study/NCT06901440,60,priority=high; relevance=1; study_tag=clinical_trial_registry
NCT:NCT06964932,ClinicalTrials.gov,NCT06964932,,,Probiotics in Obesity Management,2025,clinical_trial,high,1,clinical_trial_registry,probiotic,,,true,https://clinicaltrials.gov/study/NCT06964932,61,priority=high; relevance=1; study_tag=clinical_trial_registry
NCT:NCT06987279,ClinicalTrials.gov,NCT06987279,,,Lactobacillus Plantarum and Hormonal Regulation in Obese Women,2025,clinical_trial,high,1,clinical_trial_registry,,Lactobacillus,,true,https://clinicaltrials.gov/study/NCT06987279,62,priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Lactobacillus
NCT:NCT07097974,ClinicalTrials.gov,NCT07097974,,,Evaluation of the Efficacy of the Composite WM Formula in Body Weight Change,2025,clinical_trial,high,1,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT07097974,63,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight
EUROPEPMC:38674828,PubMed,38674828,10.3390/nu16081137,38674828,"A 12-Week, Single-Centre, Randomised, Double-Blind, Placebo-Controlled, Parallel-Design Clinical Trial for the Evaluation of the Efficacy and Safety of <i>Lactiplantibacillus plantarum</i> SKO-001 in Reducing Body Fat.",2024,literature,high,1,randomized_controlled_trial,,Lactiplantibacillus,body_composition,true,https://europepmc.org/article/MED/38674828,64,priority=high; relevance=1; study_tag=randomized_controlled_trial; taxa=Lactiplantibacillus; outcomes=body_composition
NCT:NCT06554314,ClinicalTrials.gov,NCT06554314,,,Effect of Probiotics on Regulating Gut Health and Blood Lipid in Adults,2024,clinical_trial,high,1,clinical_trial_registry,probiotic,,lipid,true,https://clinicaltrials.gov/study/NCT06554314,65,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=lipid
NCT:NCT06578143,ClinicalTrials.gov,NCT06578143,,,Effects of Synbiotics on Obesity,2024,clinical_trial,high,1,clinical_trial_registry,synbiotic,,,true,https://clinicaltrials.gov/study/NCT06578143,66,priority=high; relevance=1; study_tag=clinical_trial_registry
NCT:NCT06722443,ClinicalTrials.gov,NCT06722443,,,Impact of Nutritional Intervention With Probiotics and Prebiotics on Obesity.,2024,clinical_trial,high,1,clinical_trial_registry,probiotic;prebiotic,,,true,https://clinicaltrials.gov/study/NCT06722443,67,priority=high; relevance=1; study_tag=clinical_trial_registry
NCT:NCT06729671,ClinicalTrials.gov,NCT06729671,,,A Probiotic Strategy for Antipsychotic-induced Metabolic Dysfunction,2024,clinical_trial,high,1,clinical_trial_registry,probiotic,,glucose,true,https://clinicaltrials.gov/study/NCT06729671,68,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose
NCT:NCT06795607,ClinicalTrials.gov,NCT06795607,,,Effect of the Probiotic SF68® on Body Composition and Low-to-moderate Cardiovascular Risk,2024,clinical_trial,high,1,clinical_trial_registry,probiotic,,body_composition,true,https://clinicaltrials.gov/study/NCT06795607,69,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=body_composition
NCT:NCT06974994,ClinicalTrials.gov,NCT06974994,,,Resilience to Antibiotic-induced Obesogenic Microbiota: Discovering Mechanism of Microbiota Modulation,2024,clinical_trial,high,1,clinical_trial_registry,,,microbiome,true,https://clinicaltrials.gov/study/NCT06974994,70,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome
PMID:38653887,PubMed,38653887,10.1007/s11695-024-07225-1,38653887,"Impact of Probiotics on Gastrointestinal Function and Metabolic Status After Roux-en-Y Gastric Bypass: A Double-Blind, Randomized Trial.",2024,literature,high,1,randomized_controlled_trial,probiotic,,glucose,true,https://pubmed.ncbi.nlm.nih.gov/38653887/,71,priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose
EUROPEPMC:38140284,PubMed,38140284,10.3390/nu15245025,38140284,"Effect of Continuous Ingestion of Bifidobacteria and Inulin on Reducing Body Fat: A Randomized, Double-Blind, Placebo-Controlled, Parallel-Group Comparison Study.",2023,literature,high,1,randomized_controlled_trial,,,body_composition,true,https://europepmc.org/article/MED/38140284,72,priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=body_composition
NCT:NCT04809688,ClinicalTrials.gov,NCT04809688,,,Saskatoon Berry on Metabolism and Gut Microbiota in Healthy Subjects,2023,clinical_trial,high,1,clinical_trial_registry,,,microbiome,true,https://clinicaltrials.gov/study/NCT04809688,73,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome
NCT:NCT05791604,ClinicalTrials.gov,NCT05791604,,,The Intervention of Obesity in Children With Prader-Willi Syndrome Using Prebiotics and Probiotics,2023,clinical_trial,high,1,clinical_trial_registry,probiotic;prebiotic,,,true,https://clinicaltrials.gov/study/NCT05791604,74,priority=high; relevance=1; study_tag=clinical_trial_registry
NCT:NCT05821010,ClinicalTrials.gov,NCT05821010,,,Synbiotics and Fecal Microbiota Transplantation to Treat Non-Alcoholic Steatohepatitis,2023,clinical_trial,high,1,clinical_trial_registry,synbiotic,,microbiome,true,https://clinicaltrials.gov/study/NCT05821010,75,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=microbiome
NCT:NCT05826184,ClinicalTrials.gov,NCT05826184,,,Time Restricted Eating With or Without a Fiber Supplement for Weight Management in Pediatric Cancer Survivors,2023,clinical_trial,high,1,clinical_trial_registry,,,weight,true,https://clinicaltrials.gov/study/NCT05826184,76,priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=weight
