candidate_id,search_query,source_database,source_accession,source_url,organism_name,assembly_name,assembly_level,refseq_category,taxid,submitter,release_date,query_match_score,manual_review_flag,extraction_note,curator,extraction_date
ASSEMBLY:GCF_057457675.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_057457675.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_057457675.1/,Lactiplantibacillus plantarum (firmicutes),ASM5745767v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_052232885.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_052232885.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_052232885.1/,Lactiplantibacillus plantarum (firmicutes),ASM5223288v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_052063245.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_052063245.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_052063245.1/,Lactiplantibacillus plantarum (firmicutes),ASM5206324v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051990715.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051990715.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051990715.1/,Lactiplantibacillus plantarum subsp. plantarum (firmicutes),ASM5199071v1,Complete Genome,na,337330,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051903995.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051903995.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051903995.1/,Lactiplantibacillus plantarum (firmicutes),ASM5190399v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051860185.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051860185.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051860185.1/,Lactiplantibacillus plantarum (firmicutes),ASM5186018v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051557165.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051557165.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051557165.1/,Lactiplantibacillus plantarum (firmicutes),ASM5155716v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCA_051352425.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCA_051352425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_051352425.1/,Lactiplantibacillus plantarum (firmicutes),ASM5135242v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051225605.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051225605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051225605.1/,Lactiplantibacillus plantarum (firmicutes),ASM5122560v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051217015.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051217015.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051217015.1/,Lactiplantibacillus plantarum (firmicutes),ASM5121701v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_051123805.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_051123805.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_051123805.1/,Lactiplantibacillus plantarum (firmicutes),ASM5112380v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050920835.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050920835.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050920835.1/,Lactiplantibacillus plantarum (firmicutes),ASM5092083v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050707955.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050707955.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050707955.1/,Lactiplantibacillus plantarum (firmicutes),ASM5070795v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050613265.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050613265.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050613265.1/,Lactiplantibacillus plantarum (firmicutes),ASM5061326v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050613195.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050613195.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050613195.1/,Lactiplantibacillus plantarum (firmicutes),ASM5061319v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCA_050572625.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCA_050572625.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCA_050572625.1/,Lactiplantibacillus plantarum (firmicutes),ASM5057262v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050563485.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050563485.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050563485.1/,Lactiplantibacillus plantarum (firmicutes),Lpb_B-492_v1b,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050110895.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050110895.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050110895.1/,Lactiplantibacillus plantarum (firmicutes),ASM5011089v1,Chromosome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050106605.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050106605.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050106605.1/,Lactiplantibacillus plantarum (firmicutes),ASM5010660v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050037425.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050037425.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050037425.1/,Lactiplantibacillus plantarum (firmicutes),ASM5003742v1,Chromosome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050037215.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050037215.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050037215.1/,Lactiplantibacillus plantarum (firmicutes),ASM5003721v1,Chromosome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_050036925.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_050036925.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_050036925.1/,Lactiplantibacillus plantarum (firmicutes),ASM5003692v1,Chromosome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
ASSEMBLY:GCF_049990875.1,Lactiplantibacillus plantarum KABP051,NCBI Genome,GCF_049990875.1,https://www.ncbi.nlm.nih.gov/datasets/genome/GCF_049990875.1/,Lactiplantibacillus plantarum (firmicutes),ASM4999087v1,Complete Genome,na,1590,,,0.667,needs_strain_confirmation,Auto-collected from NCBI Assembly E-utilities; requires manual review.,auto_search,2026-05-26
